"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
3.95344294092115e-242,2.09214416364311,0.606,0.167,1.28229921788778e-237,"OLFML2B"
5.06571125979262e-242,1.66176360283081,0.651,0.211,1.64306344711374e-237,"SERPINH1"
5.61262002357512e-242,1.59313301409459,0.716,0.266,1.82045330464659e-237,"NFIA"
2.98379234986919e-238,5.18963361899704,0.526,0.125,9.67793048680072e-234,"SFRP2"
2.99175525911766e-237,1.94954027063859,0.544,0.129,9.70375818294814e-233,"PPAP2B"
8.1582270309217e-237,1.7551159535387,0.581,0.162,2.64612093747945e-232,"KDM5B"
4.75220087311547e-235,2.69044549202442,0.361,0.028,1.541376353195e-230,"PTGIS"
5.2626849824105e-235,2.74104648536443,0.406,0.05,1.70695187404485e-230,"TPBG"
1.2083907307747e-233,1.25515421339297,0.787,0.337,3.91941533526774e-229,"CALU"
1.09716687690891e-232,3.02661487504772,0.345,0.023,3.55866076525404e-228,"PRRX2"
1.49506495773053e-232,2.27086830602533,0.494,0.103,4.84924319039897e-228,"ANTXR1"
1.54098936552583e-232,2.02180366711292,0.529,0.131,4.99819900708303e-228,"RCN3"
7.01569801113099e-232,2.75639787012366,0.366,0.032,2.27554164991034e-227,"CD248"
8.58075522288291e-232,2.62648794615914,0.4,0.048,2.78316795654207e-227,"FIBIN"
1.28210704293737e-231,3.20866060694089,0.362,0.031,4.15851419376736e-227,"EDNRA"
2.60248677703626e-231,1.69229776766176,0.618,0.186,8.44116586131711e-227,"MMP14"
4.50116691886138e-231,1.99797612724704,0.485,0.098,1.45995349013269e-226,"ENAH"
2.55835146986625e-227,2.34238363502535,0.417,0.06,8.29801299251118e-223,"NEO1"
2.65096564834738e-227,2.06466332417515,0.493,0.105,8.59840708041474e-223,"PTPRG"
1.10865275800256e-226,2.61543527951884,0.404,0.055,3.59591522058131e-222,"MDFI"
6.10532731701575e-226,0.514227098860429,0.732,0.256,1.98026291527406e-221,"NUPR1"
9.06143809938048e-226,1.9771697609223,0.546,0.149,2.93907744753406e-221,"EFEMP2"
1.10990698953119e-225,3.12327724006196,0.332,0.021,3.59998332054443e-221,"PCDH18"
1.96337477378618e-224,-2.52669923704265,0.576,0.772,6.36820607877546e-220,"CYBA"
8.38872284031115e-224,3.02558266144962,0.354,0.031,2.72088225325492e-219,"CRISPLD1"
8.78348725075296e-224,-3.38866099425815,0.073,0.474,2.84892408978172e-219,"PTPRC"
9.8930101191583e-224,1.76001555911336,0.561,0.156,3.20879783214899e-219,"RHOBTB3"
1.59816123602538e-223,1.34142670368555,0.71,0.271,5.18363596904831e-219,"TPM1"
5.83981651570284e-223,2.2136658467955,0.436,0.073,1.89414448686822e-218,"SCARF2"
5.19475332378263e-222,2.18792907196993,0.481,0.105,1.6849182405689e-217,"FHL2"
1.71787820451352e-221,1.84497558296134,0.498,0.106,5.57193795633959e-217,"CXCL12"
2.62207940846681e-221,1.89481813988485,0.616,0.195,8.5047145613621e-217,"ZEB1"
5.22863460788543e-221,1.99866055332984,0.498,0.113,1.69590763506764e-216,"BMP1"
3.6922238382077e-220,1.86326270313223,0.553,0.15,1.19757280192267e-215,"CD276"
5.01540016425391e-220,2.34647098229885,0.429,0.07,1.62674504327575e-215,"SETBP1"
2.76154209588788e-219,2.43332936412361,0.376,0.043,8.95706178801233e-215,"VASN"
6.7468319319074e-218,2.30902634791974,0.437,0.079,2.18833493711417e-213,"COL11A1"
7.67385962372583e-218,1.09596168860655,0.893,0.588,2.48901636895547e-213,"LAPTM4A"
3.35474714255064e-217,2.54771670683651,0.409,0.064,1.0881122356863e-212,"PTGFRN"
1.80222227224198e-215,1.56175279178107,0.598,0.184,5.84550794001687e-211,"RBFOX2"
1.0309215601223e-214,1.18693334452319,0.776,0.337,3.34379408025669e-210,"TCF4"
1.30105454486969e-213,2.21797886530425,0.413,0.068,4.21997041628486e-209,"GOLM1"
1.43514658378202e-213,2.75890865414216,0.347,0.032,4.65489794449699e-209,"CDO1"
