"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"STRA13",0.0128834382382406,-0.436284092651915,0.336,0.394,1
"RNF145",0.0128956867103091,0.298208012948992,0.417,0.357,1
"YY1",0.012929701381358,-0.223643526177146,0.436,0.509,1
"C20orf194",0.0130374288584972,0.509188160409782,0.298,0.243,1
"SF3A3",0.0130647322187238,-0.510890490351415,0.247,0.306,1
"BCAP31",0.0132334531595337,-0.229234155171194,0.454,0.539,1
"COPZ1",0.0133117554478755,-0.331389180836369,0.335,0.4,1
"CLPTM1",0.0133513709152471,-0.257811286496024,0.277,0.345,1
"HADHB",0.0133734276218903,-0.29201326498899,0.427,0.49,1
"APOA1BP",0.0133787499506429,-0.397451027211962,0.207,0.265,1
"DYNC2H1",0.0134551098534626,-0.240233882161637,0.2,0.261,1
"VPS26A",0.0134608470665739,0.498660495159648,0.335,0.277,1
"TMX4",0.0135243623685565,-0.219972469791452,0.313,0.38,1
"DMD",0.013543520770292,1.41761607721591,0.31,0.294,1
"C10orf118",0.0136213924145317,-0.264704907900529,0.222,0.28,1
"MRPS34",0.0136675712555509,-0.185261859720098,0.417,0.477,1
"GPAA1",0.0137649308419998,0.351989067042285,0.349,0.296,1
"MARCH3",0.0137927352428585,-0.584425676217085,0.2,0.254,1
"NR2F6",0.0138085526140965,-0.387902328470389,0.201,0.265,1
"TXN2",0.0138695116555556,-0.132791531280386,0.391,0.46,1
"PPM1A",0.0139480509240736,-0.382518432289369,0.194,0.254,1
"AURKAIP1",0.0140246809284619,-0.220410030564528,0.55,0.628,1
"MRPS16",0.0141623073385604,-0.259142522045953,0.278,0.342,1
"UBE2N",0.0141868684788044,0.545782653632403,0.364,0.326,1
"SRSF3",0.0142352807703183,0.296680082516342,0.732,0.74,1
"MKRN1",0.0143955443016936,-0.477461992181262,0.284,0.342,1
"NDRG1",0.0146994586014519,1.22810116544796,0.368,0.329,1
"SERINC3",0.0148196888733235,-0.361562539165567,0.38,0.446,1
"ATP5C1",0.0148436938625956,-0.158986878861788,0.517,0.591,1
"COX20",0.0149913887956873,0.337812477135047,0.357,0.298,1
"EIF3F",0.01511300816978,-0.169260838380995,0.525,0.594,1
"KIF2A",0.0151249710540715,-0.156690877589789,0.305,0.364,1
"ABHD17A",0.0155150394941552,-0.21813370279095,0.385,0.463,1
"EIF3H",0.0156265807641935,-0.190439062912656,0.576,0.611,1
"EIF3D",0.0157044695944445,-0.150878765098923,0.455,0.526,1
"FRMD6",0.0158534928470212,0.137415536955151,0.235,0.307,1
"SCAF8",0.0158681998882137,-0.428887346983855,0.25,0.309,1
"MAP2K2",0.0160111263082794,-0.181738769301549,0.471,0.534,1
"RUNX1",0.0161154391517684,-0.291674865393609,0.403,0.455,1
"DYNLL2",0.0161360016347435,-0.404894728493078,0.205,0.265,1
"TPGS1",0.0162268409802134,-0.547630774725488,0.245,0.301,1
"DHRS4L2",0.0163274865253874,-0.191168681466627,0.2,0.257,1
"LINC00152",0.0164099965438637,-0.176707825362198,0.266,0.335,1
"FASTKD2",0.0165049082127678,-0.420801850432329,0.205,0.258,1
"JAGN1",0.0165233420282843,0.611725446444589,0.322,0.261,1
"IAH1",0.016555462201849,-0.216377890928809,0.368,0.449,1
"NELFE",0.0165620168092473,-0.50384602234029,0.243,0.304,1
"SCAMP2",0.0167176833576161,0.403938632635933,0.384,0.329,1
"GLYR1",0.0167390769074754,-0.279551598550043,0.236,0.302,1
"ARID1A",0.0167605420326198,-0.306471583919368,0.326,0.389,1
"C9orf78",0.0169627058246146,0.516382566267919,0.327,0.276,1
"MON2",0.0173143799426209,-0.265863440927907,0.343,0.411,1
"NR1H2",0.0173268362458104,0.571137459119237,0.282,0.231,1
"LDLRAD4",0.0174871990466514,0.936076161013153,0.231,0.315,1
"GAMT",0.0175247175399266,-0.14058352358592,0.21,0.276,1
"LMBRD1",0.0176000461706865,0.420389902818379,0.336,0.282,1
"RALGAPB",0.0176887372391609,-0.24136975882397,0.207,0.266,1
"ARCN1",0.017697125633218,-0.39787310989154,0.301,0.357,1
"ZFP36L2",0.0177616170268237,0.565577863772333,0.385,0.524,1
"ZZZ3",0.0178120003433418,-0.409921353340466,0.257,0.323,1
"FXR1",0.0178311216220353,-0.227759273908748,0.427,0.512,1
"TROVE2",0.0178687044978101,-0.179486256028962,0.361,0.427,1
"NDUFA1",0.0179849646404786,-0.297948338775632,0.573,0.616,1
"EXOC4",0.0181202879757402,-0.160462481429689,0.405,0.476,1
"GRN",0.0181518130820693,0.682229531094292,0.588,0.606,1
"CELF1",0.0182265817592451,0.363793132749259,0.37,0.31,1
"KBTBD2",0.0182757487721517,-0.357937623311457,0.207,0.266,1
"YLPM1",0.0184699794676414,-0.192593701960416,0.221,0.282,1
"STK38",0.0184962329220609,-0.18967350941976,0.193,0.254,1
"GPR137B",0.0185460514233747,0.740126440174846,0.25,0.206,1
"PIAS1",0.018601645220115,-0.177838926089089,0.364,0.433,1
"MAPRE1",0.0186526897242681,0.550342125612929,0.329,0.28,1
"ARID2",0.0186579070937273,0.558868952763163,0.319,0.266,1
"PHB2",0.0186813195931786,-0.168819832665124,0.473,0.524,1
"LAMP1",0.0187592671100123,0.279880213771802,0.515,0.46,1
"TERF1",0.0188759535056565,-0.206493921765765,0.261,0.329,1
"CCDC59",0.0189318397224951,0.454867439681411,0.401,0.345,1
"PRKD1",0.0189785903410447,0.904657875410179,0.264,0.225,1
"BHLHE40",0.0189972739836007,0.750591495789665,0.31,0.261,1
"COMMD7",0.0190023179103284,0.286048765860586,0.331,0.277,1
"CCT8",0.0190539575180712,-0.140682034073992,0.413,0.471,1
"PSMD4",0.019132064888792,-0.131345897156206,0.338,0.422,1
"HERC2",0.0193274981180699,-0.204196969493991,0.254,0.318,1
"SUMF1",0.0193746287094945,0.826864119070635,0.284,0.233,1
"FBXO11",0.0194613825295253,0.41306216417713,0.431,0.375,1
"DRAP1",0.0195010239767162,0.488438419673324,0.538,0.523,1
"GANAB",0.0195762649426764,-0.216853099663365,0.242,0.304,1
"TPI1",0.0196531718558263,0.367924885410044,0.748,0.735,1
"RAB13",0.0196937008265268,-0.119708268049867,0.389,0.458,1
"CPVL",0.0196985341610134,1.47476142923418,0.308,0.296,1
"BNIP2",0.0198890723111016,-0.109013147046277,0.242,0.306,1
"CRY2",0.019931326412468,-0.428945801596178,0.194,0.25,1
"ARHGAP24",0.0202044423546763,1.26087649471287,0.424,0.422,1
"AZIN1",0.0203634826106916,0.354373578957331,0.37,0.306,1
"STAM2",0.0204019105993643,-0.400884979050102,0.203,0.26,1
"B4GALT1",0.0204741014750197,0.786664533135135,0.289,0.244,1
"AP3S1",0.0205793507489501,-0.191020004592932,0.364,0.428,1
"ATP6V0D1",0.0205803178274524,0.528518832647723,0.357,0.301,1
"CCDC174",0.0205844734367186,-0.126815488562772,0.203,0.26,1
"PPIP5K2",0.0206116122007308,-0.21834507217134,0.287,0.354,1
"NDUFS1",0.020616388248853,-0.475181647634673,0.284,0.331,1
"SUCLG1",0.0207002626032963,-0.422047620082796,0.35,0.405,1
"DDIT3",0.0210076598174468,0.578753626548771,0.44,0.428,1
"SPTLC2",0.0210885032960871,0.520257833431234,0.277,0.231,1
"HNRNPL",0.0211320752962854,-0.35733369349384,0.252,0.315,1
"C4orf3",0.0211337468079747,0.274537653833884,0.681,0.668,1
"OGT",0.021194991119875,-0.190365622603843,0.296,0.367,1
"PLEKHM2",0.0214225300494521,0.676425038037167,0.349,0.302,1
"USP36",0.0215015938841825,-0.173167893604948,0.252,0.32,1
"PFDN1",0.0216360067472823,-0.237189730271757,0.34,0.409,1
"RAB14",0.0216548732151511,-0.356515930957318,0.422,0.498,1
"ATP2B1",0.0217976130349491,0.914482969608857,0.473,0.455,1
"PFDN4",0.0218395670395688,-0.223131237136469,0.238,0.302,1
"FBXO7",0.0218705556063821,0.425129757909412,0.284,0.239,1
"AGPAT3",0.0219078679546837,-0.21128092260174,0.235,0.291,1
"GSPT1",0.0219652465543126,-0.200055518698792,0.354,0.413,1
"PI4KB",0.0220399789052534,-0.363698120072687,0.196,0.258,1
"TMED9",0.0220585843817276,-0.211822440153623,0.567,0.641,1
"ORMDL1",0.0221501017361238,0.121106734854669,0.473,0.545,1
"FAM120B",0.0221661275113853,-0.602549091354933,0.247,0.291,1
"TUG1",0.0223106049393524,-0.52173677228485,0.233,0.294,1
"KLHL20",0.022349692329269,-0.264581474235793,0.203,0.258,1
"SMG6",0.0225099234138504,0.574725147033111,0.292,0.243,1
"RPAIN",0.0226113157899352,0.528602731951784,0.284,0.227,1
"MPC2",0.0226875781278755,-0.143377886878083,0.415,0.476,1
"MYL9",0.0227163066576023,-0.133536658780667,0.285,0.361,1
"STX5",0.0227227518873076,0.610334538912356,0.327,0.28,1
"VPS4B",0.0227658929086727,-0.547042131043451,0.264,0.324,1
"PRPSAP1",0.0229210973537667,-0.544707444860939,0.205,0.257,1
"CRK",0.0229219173635255,0.49325004184585,0.268,0.22,1
"WNK1",0.023061115987237,-0.320224116983078,0.433,0.49,1
"EIF2S3",0.0231888438905331,0.485623290652427,0.326,0.274,1
"ARHGEF12",0.0232304760750353,0.888339254581381,0.322,0.29,1
"ARID4B",0.0235957545628218,-0.104947717397048,0.511,0.575,1
"SLTM",0.0236848368993022,-0.139154477331822,0.462,0.523,1
"SUMF2",0.0237943041641406,-0.2468911015421,0.287,0.351,1
"TMEM222",0.0238637726581558,-0.448826415948736,0.21,0.269,1
"DPF2",0.0238913472517433,-0.339281764918333,0.214,0.274,1
"BIRC2",0.0240415866746071,0.540245886714047,0.384,0.329,1
"PER1",0.0240796946796277,-0.279870132284368,0.322,0.38,1
"THBS2",0.0240915540277524,1.4210639978741,0.263,0.235,1
"NGLY1",0.02424444557007,0.452738357416298,0.287,0.238,1
"USP32",0.0243261201029641,-0.247061943155056,0.27,0.326,1
"ZC3H7A",0.0243597160260972,-0.236023332467031,0.27,0.331,1
"MTRNR2L2",0.0243673831117887,0.240881464005781,0.368,0.46,1
"DNMT1",0.0244356465791387,-0.168414762909393,0.257,0.313,1
"RBM33",0.0244904927625235,-0.23829435121617,0.324,0.381,1
"AKT1",0.0248481796731654,-0.190773870264809,0.278,0.346,1
"CLK4",0.024939819808868,-0.439205632282629,0.21,0.263,1
"SH3BGRL",0.0251881228440885,0.408565384198252,0.636,0.606,1
"EIF4A2",0.0252931378839594,-0.145534897548716,0.687,0.746,1
"TRAPPC6A",0.0253367931380251,-0.246205412567107,0.205,0.255,1
"HSPD1",0.0253947831506514,0.585390601320533,0.653,0.74,1
"HSPG2",0.0256026365561763,0.926741395278073,0.342,0.471,1
"EIF4E2",0.0257075293678759,-0.122401019342255,0.313,0.367,1
"UBE2M",0.0257983946638279,-0.227123381871093,0.422,0.488,1
"TFDP2",0.0259299312148055,-0.154234695449259,0.249,0.307,1
"MAP2K5",0.0261231569702653,-0.568354238004836,0.242,0.288,1
"PPP1R12A",0.0262669640631524,0.583349125672957,0.508,0.488,1
"HTT",0.0263382342455526,0.524884034737685,0.31,0.258,1
"ZNF217",0.0263558236488369,-0.39301914082862,0.2,0.255,1
"CHD7",0.0266415992388472,0.340021004432996,0.291,0.249,1
"B3GAT3",0.0270232649044316,0.390867736532699,0.347,0.298,1
"GGA2",0.027171607711065,-0.10610142952657,0.228,0.287,1
"DDX52",0.027469224437163,-0.571674122915822,0.233,0.283,1
"CIB1",0.0276320128292568,0.425851315450421,0.503,0.463,1
"BANF1",0.0276519301303802,-0.185184051534273,0.482,0.539,1
"SPTAN1",0.0277111973054942,0.562944527718157,0.426,0.397,1
"DR1",0.0277567900939329,-0.38139699342276,0.24,0.294,1
"GSTK1",0.0278905185714249,0.417118469243602,0.525,0.493,1
"MED15",0.0281218891626557,0.599765726753511,0.298,0.252,1
"STAT6",0.028213474734708,-0.54522994003741,0.243,0.302,1
"SERP1",0.0283168488105886,0.445050241541745,0.637,0.635,1
"AGGF1",0.0283752287317777,-0.428857092409223,0.203,0.254,1
"SRBD1",0.0284243524616591,-0.299032451405567,0.222,0.277,1
"UBE2K",0.0284831944615907,-0.308341444297539,0.377,0.43,1
"ADPGK",0.0290921314642719,-0.232092855528992,0.273,0.335,1
"CEP85L",0.0296727455165395,-0.104770141301223,0.301,0.369,1
"HNRNPU",0.0298277265772805,0.12335192045211,0.616,0.685,1
"GLUD1",0.0298891415076019,0.614621501891276,0.392,0.364,1
"C6orf106",0.0300314463530657,-0.537260224862834,0.203,0.255,1
"RPS15A",0.0301371323654987,0.154257278865898,0.781,0.849,1
"ACYP2",0.0301693628009978,0.860178387240803,0.25,0.208,1
"EHBP1L1",0.0302255099009054,0.351594300156927,0.263,0.217,1
"GYPC",0.0302403997160208,0.269051700621381,0.308,0.403,1
"UBE2A",0.0303260964039888,0.589006434647029,0.336,0.29,1
"SBNO1",0.0305319293802932,-0.139338300076976,0.231,0.291,1
"SNRPC",0.0306955556104924,-0.194484578819672,0.338,0.394,1
"MTX2",0.0311860620470765,-0.178740701041603,0.287,0.34,1
"TXNL1",0.0312394976081275,-0.167222962792689,0.405,0.463,1
"ECH1",0.0313232878064825,-0.213656299451768,0.387,0.452,1
"TAX1BP3",0.0313232891963264,-0.15265102229499,0.235,0.294,1
"ATL3",0.0313882762244137,-0.445834345694196,0.201,0.25,1
"NUCB1",0.0315099063752316,-0.118309104685225,0.42,0.485,1
"SNRPG",0.0316738196613254,-0.12388357317527,0.466,0.534,1
"SLC35C2",0.0318039665000773,-0.512150890231096,0.247,0.304,1
"NT5C3A",0.0318075511627763,-0.381414688903729,0.28,0.329,1
"FGFR1OP2",0.03183346267682,0.420729421784982,0.399,0.356,1
"TIAL1",0.0318465205692194,-0.210925678514991,0.319,0.383,1
"CRY1",0.0318898350681419,-0.19793945651351,0.24,0.302,1
"EDEM3",0.0319645239195066,-0.363934050116852,0.228,0.283,1
"MAGI2",0.0320523653963957,0.205043849534732,0.278,0.361,1
"PTGES3",0.0323996249631676,0.153649812328123,0.69,0.68,1
"DNAJC19",0.0324460411674234,-0.410233879572634,0.261,0.304,1
"ASAP2",0.0325665136665617,0.191128594061739,0.299,0.25,1
"TAX1BP1",0.0327849058293571,-0.23059642143484,0.464,0.494,1
"NHP2L1",0.0333157921758331,-0.144904875906635,0.616,0.655,1
"KCTD20",0.0334662257318964,-0.118518021504751,0.264,0.321,1
"HSD17B10",0.0335141468510751,-0.30879194512847,0.287,0.334,1
"ATP13A3",0.0335474121940456,0.714887939921275,0.317,0.269,1
"RPL39",0.0335647240863976,0.154006056751075,0.504,0.731,1
"HYAL2",0.0339928976167913,0.443178399449863,0.229,0.302,1
"TRMT112",0.0340063872270394,0.281229139376342,0.62,0.595,1
"SMG7",0.0343085533081274,-0.175107615306525,0.231,0.29,1
"LSM4",0.0344527162397734,0.436864401812584,0.426,0.383,1
"IDH3B",0.0351030963136229,-0.217379835762804,0.221,0.269,1
"SNX6",0.0352246541956017,0.632781739293566,0.487,0.465,1
"HIP1",0.0352350122781562,-0.194586391332381,0.284,0.343,1
"ASNSD1",0.0352373901366393,-0.100219233799777,0.222,0.277,1
"DNAJC21",0.0355318822920817,-0.318915474010257,0.298,0.351,1
"ARHGAP42",0.0358098871437524,0.234639223641835,0.256,0.334,1
"RASA1",0.0358461186550822,0.629127967636878,0.291,0.246,1
"MGAT5",0.0359631826716615,-0.936104612919409,0.268,0.306,1
"NUP153",0.0360502227881303,-0.385573329372035,0.249,0.301,1
"VMP1",0.036185706617284,0.327639822652121,0.637,0.613,1
"SMEK2",0.0361913936886975,-0.140175979657807,0.315,0.375,1
"PDIA3",0.0362297118854181,0.127744582599049,0.618,0.554,1
"UBR5",0.0362691974643868,-0.300275644049295,0.373,0.422,1
"TRAPPC9",0.0365433997647571,0.460943475331439,0.278,0.23,1
"PIK3C3",0.0366986661686301,-0.513680916055249,0.21,0.255,1
"MRPS10",0.0366987072575156,-0.330624993912582,0.203,0.25,1
"AZI2",0.0368329085303812,-0.12718397639471,0.275,0.335,1
"XPC",0.036987890662866,-0.116881535645342,0.315,0.375,1
"DNAJC15",0.0380293264970815,-0.524688654714514,0.322,0.351,1
"PRKCA",0.0380890945858194,0.448038385482033,0.378,0.334,1
"ELAVL1",0.0381180766087687,-0.229634469266016,0.289,0.351,1
"RAD23B",0.0383485291249181,-0.183490018840792,0.347,0.408,1
"CYSTM1",0.0383746996754155,0.480328950938998,0.413,0.395,1
"C1orf63",0.0385220343127827,0.409137142869591,0.622,0.606,1
"PIK3CA",0.0388901126331026,-0.332493518798652,0.233,0.287,1
"MTFR1L",0.0388921084499021,-0.324506991008272,0.208,0.257,1
"APH1A",0.0390268170342432,-0.159796948961922,0.343,0.402,1
"NDUFA6",0.0390520105247895,-0.230506884189833,0.363,0.419,1
"PPM1B",0.0390937521174821,0.763264099654312,0.278,0.243,1
"CUL2",0.0391307394159806,-0.376480463945116,0.208,0.265,1
"NTM",0.0393675632153407,1.22153474177188,0.28,0.258,1
"MAN1A1",0.039390737962062,1.10595252704081,0.287,0.255,1
"SMAD2",0.0394171290856344,-0.144068957559817,0.259,0.312,1
"NCOA3",0.0395434204668317,0.470693188645175,0.327,0.28,1
"SPG11",0.0397130474266784,0.441248165408848,0.278,0.231,1
"BZW2",0.0398791885119781,-0.360613538238096,0.238,0.291,1
"GADD45A",0.0398944429958572,0.56161943353398,0.371,0.345,1
"SAP18",0.0400621761170136,0.247239916718976,0.704,0.68,1
"MRPL4",0.0400718644278107,-0.32820576659714,0.291,0.343,1
"CBFA2T2",0.0401005689845094,-0.161730414024609,0.203,0.258,1
"LZIC",0.0402195426533759,-0.230292314669252,0.217,0.269,1
"MIR181A1HG",0.0402523899018673,0.164732824894909,0.243,0.301,1
"KPNA1",0.0403177272229487,0.301909367273305,0.285,0.241,1
"KIF13A",0.0403644985073968,-0.422346842629264,0.236,0.282,1
"MAT2A",0.0409831036003125,0.571762889944122,0.373,0.326,1
"MRPS36",0.0411085245684223,0.345070543762497,0.308,0.269,1
"CSRP1",0.0412385825099081,0.81981700821856,0.364,0.351,1
"CCNC",0.0413694856753576,-0.196058706821056,0.268,0.321,1
"COQ10B",0.041747050590679,0.247982706389034,0.333,0.279,1
"CALR",0.0418576413158287,-0.199620293235265,0.687,0.757,1
"ARFGEF1",0.0420202318953917,-0.157066859104987,0.335,0.394,1
"CASC4",0.0420960807862122,-0.352934557755424,0.315,0.359,1
"COX11",0.0421530622738137,-0.251500301624779,0.229,0.277,1
"PPHLN1",0.0422943383104233,-0.138771271941183,0.289,0.342,1
"SERINC5",0.0424508846866501,0.369461098848807,0.263,0.219,1
"CD2BP2",0.0424568236668527,-0.210826686460448,0.242,0.291,1
"RBM25",0.0430304816705831,-0.131125923019394,0.574,0.625,1
"MAGOH",0.0430858010910381,-0.285267377853285,0.359,0.408,1
"NKAP",0.0431418016657445,-0.311079654101697,0.222,0.269,1
"ATP10D",0.0436624758774371,-0.334881385145376,0.24,0.291,1
"ARPC3",0.0437015235142343,0.954851806484366,0.427,0.477,1
"HSPE1",0.0439707405319402,0.986186114775734,0.403,0.539,1
"APRT",0.0441940348737073,0.386763723467092,0.585,0.57,1
"UTY",0.0441980496253782,0.523988647599335,0.28,0.23,1
"BICD1",0.0442559709694119,0.386746833893434,0.35,0.309,1
"PCMTD1",0.0443962231914561,0.141012211154028,0.427,0.501,1
"GPBP1L1",0.0444512791841241,0.347480228354476,0.327,0.272,1
"PTPN1",0.0445668835486664,0.553669910675405,0.308,0.261,1
"NAA20",0.0448355884024367,-0.241791582194044,0.37,0.436,1
"SRRM1",0.0449478402540689,-0.167710394932729,0.559,0.608,1
"MOB1A",0.0455256368412412,0.446542847271942,0.426,0.387,1
"CHMP2B",0.0455274604930967,-0.310473644281474,0.271,0.32,1
"SSBP2",0.0456630392699319,-0.167639295049882,0.37,0.428,1
"NBN",0.0459356030172682,-0.377805299581738,0.245,0.294,1
"DDAH2",0.0459691365156327,0.293451725423477,0.396,0.351,1
"TMEM131",0.0460489918882859,-0.367948492835888,0.336,0.391,1
"SMC5",0.0464570020390405,0.101807424598131,0.44,0.518,1
"COL4A3BP",0.0466089253437251,0.629452801767208,0.298,0.26,1
"PDS5A",0.0466348180372298,-0.166733164042013,0.277,0.331,1
"DENND4C",0.0468219414654234,0.615884665004643,0.303,0.261,1
"IFI6",0.0470628682075229,-0.388421965013546,0.434,0.483,1
"EP400",0.047086993369784,-0.180816490618343,0.208,0.26,1
"TCTN3",0.0480051686271084,-0.24254429645357,0.214,0.265,1
"CNTLN",0.0482447243771245,-0.60341290132093,0.221,0.263,1
"RERE",0.0483283615233369,-0.338377780416217,0.462,0.499,1
"GMDS",0.0484707640035307,-0.368370958147353,0.233,0.272,1
"ODC1",0.048739834070154,0.721509341544013,0.368,0.335,1
"CHURC1",0.049291724587104,-0.481441464698329,0.245,0.287,1
"PPP4R2",0.0496882346025637,-0.121547722133101,0.319,0.37,1
"STMN1",0.0501324267085414,-0.498598822772487,0.387,0.435,1
"TAF10",0.0502681841009057,0.431904723646923,0.338,0.298,1
"SNHG15",0.0502691531498348,-0.135720507167102,0.299,0.359,1
"REEP3",0.0502919989451464,0.393514704758725,0.389,0.359,1
"WTAP",0.0509185675181639,0.458810210103302,0.466,0.422,1
"ACAA2",0.0513707588069537,-0.109649263567433,0.203,0.25,1
"OLA1",0.0514705364253983,-0.396229027843899,0.363,0.405,1
"NUTM2A-AS1",0.0515449954887994,0.603834161739677,0.284,0.241,1
"METAP2",0.0515900853143245,-0.181323844506193,0.445,0.504,1
"THYN1",0.051624055689546,0.466936613561687,0.254,0.209,1
"DAPK3",0.0516307401582213,-0.24919794682617,0.205,0.252,1
"ATP6V1D",0.0516870259649815,0.473021966920987,0.31,0.272,1
"PTK2",0.0521126057553072,0.155630169860039,0.378,0.471,1
"DDIT4",0.0525485590263752,0.685272487491051,0.434,0.392,1
"PTGR1",0.0527700083201802,-0.114498159355131,0.228,0.282,1
"VEZF1",0.0529593795796555,-0.320120381690815,0.221,0.268,1
"NUDT3",0.0537997568928845,0.396809524811927,0.434,0.4,1
"TNRC18",0.0541481983366021,-0.481978282421434,0.242,0.288,1
"EIF4G3",0.0543513388043824,-0.198896651544375,0.357,0.403,1
"HAX1",0.0548850307226243,-0.118490347771191,0.331,0.376,1
"ATG7",0.0549825912561432,0.551636282257973,0.31,0.265,1
"KLHL29",0.0550578411095962,0.921870045603553,0.271,0.239,1
"THRAP3",0.0551071751871089,-0.156392246950669,0.483,0.537,1
"HNRNPD",0.0551542547912344,-0.173312652783703,0.517,0.576,1
"TAF15",0.0551977279245049,-0.424975573884329,0.34,0.376,1
"SDCBP",0.0552629231120629,0.637692994201459,0.557,0.58,1
"MTF2",0.0554176182411842,-0.155526521138099,0.25,0.302,1
"TMEM243",0.0556148350336621,-0.295854148597791,0.273,0.321,1
"FAM13B",0.0557213767016749,0.546289428627659,0.271,0.228,1
"UIMC1",0.0558372436656585,-0.14552824478261,0.214,0.261,1
"DCTN2",0.0558965698685573,0.334048458328895,0.392,0.348,1
"FAM193A",0.0560798832619595,-0.176513474080823,0.228,0.279,1
"JKAMP",0.056325999716115,-0.223322400587236,0.256,0.31,1
"DENND4A",0.0567028845349518,0.62553756543225,0.373,0.329,1
"HIST1H1C",0.0572503065676932,-0.274459189859813,0.249,0.309,1
"IFNGR2",0.0572968354712632,0.213787526405469,0.49,0.465,1
"KAT6B",0.0574551380443772,-0.239015708687796,0.306,0.357,1
"AGPS",0.0578644898968371,-0.512953190246879,0.236,0.279,1
"C14orf166",0.0581051482898671,0.253586429233421,0.529,0.501,1
"WBP2",0.0584257654019255,0.429326124868286,0.375,0.343,1
"PRDX1",0.0586577934441252,0.318752885475914,0.713,0.712,1
"ARL13B",0.0588982277789519,0.982369661357409,0.252,0.224,1
"HERPUD2",0.0589313372525323,0.706217494440571,0.254,0.217,1
"SLC35F5",0.0590360245123129,-0.177223799411982,0.207,0.26,1
"FTO",0.0594598377534714,-0.121318701466679,0.282,0.331,1
"HERC4",0.0594598397085915,0.354123021025786,0.329,0.288,1
"RSF1",0.0599263381936134,0.485460037705566,0.387,0.357,1
"MGAT4B",0.060103608359632,0.585775320252452,0.271,0.236,1
"HSF1",0.0601620432470385,0.43983625293287,0.278,0.244,1
"RASSF1",0.0601627899311589,0.483756851723295,0.275,0.239,1
"UBAP1",0.0602007632063284,0.650392085394747,0.277,0.241,1
"PGLS",0.060775391479223,0.358020432952695,0.496,0.472,1
"RRAGA",0.0608376219649205,-0.230601248766802,0.298,0.34,1
"RAD51B",0.0612014189062388,0.422833928224484,0.254,0.208,1
"ZZEF1",0.0616901083521326,0.2478470224449,0.208,0.261,1
"PPCS",0.0621713099588694,0.480760334875405,0.327,0.288,1
"AHNAK",0.0636926373841766,-0.1082824204368,0.625,0.685,1
"GLO1",0.0640955097975607,-0.10197440062287,0.354,0.408,1
"CCDC90B",0.0642963226401309,0.50976369075971,0.289,0.252,1
"XIAP",0.0643866295495184,-0.153410235065145,0.242,0.291,1
"ID1",0.0647310498846183,0.175104323883044,0.315,0.375,1
"SRGAP2",0.0648468859892414,0.356929554024838,0.375,0.337,1
"CDV3",0.0649347782624286,0.411582736356123,0.553,0.524,1
"CHCHD3",0.0653755121132842,0.27088107834258,0.511,0.461,1
"AGO2",0.0654715759133252,-0.169249562117035,0.21,0.258,1
"PSMC6",0.0655817380032234,-0.256198950215015,0.37,0.419,1
"EMP2",0.0660899882605537,0.516585014609532,0.382,0.359,1
"EMC4",0.0667710672556755,0.330653729407379,0.324,0.28,1
"ZCCHC6",0.0669124886340929,0.672256625592332,0.287,0.257,1
"FAM173A",0.0673052520172922,0.586007945300289,0.322,0.277,1
"MPC1",0.0675454627656282,0.284156562970045,0.38,0.337,1
"PAFAH1B2",0.0677641345664043,0.397912485812929,0.277,0.233,1
"TNRC6B",0.0680058828038183,-0.181530169787484,0.513,0.559,1
"ECHS1",0.0685128423910603,-0.16699539058204,0.406,0.48,1
"TM7SF3",0.0687401481769806,0.370899060355666,0.25,0.211,1
"STIP1",0.0690153891872964,0.41798158287128,0.306,0.268,1
"NECAP2",0.0692728710476648,-0.330974064832763,0.27,0.324,1
"SERPINE1",0.0693745112347567,1.20191403942306,0.345,0.312,1
"STK24",0.0694479269396782,-0.140935117962569,0.222,0.265,1
"LPP",0.0702169189844084,-0.146156993575123,0.496,0.55,1
"PSMC3",0.070685836854946,-0.312978804059807,0.285,0.328,1
"ATP6V1E1",0.0708828068506431,-0.25766681283461,0.335,0.387,1
"HIST1H4C",0.0713000894258133,-0.589599300853555,0.424,0.483,1
"RAB1A",0.0713196219030405,-0.133789687580137,0.469,0.513,1
"RABGAP1",0.072060216741538,-0.322293324223613,0.266,0.312,1
"DTYMK",0.0722072367527036,-0.146678884436867,0.212,0.258,1
"SNX3",0.072976771299277,-0.106458475244064,0.66,0.709,1
"MRPL11",0.0735808054768262,0.512966423298447,0.303,0.263,1
"ZFHX3",0.0739117181485737,0.525416348952573,0.406,0.373,1
"SKI",0.0740259554464184,-0.228775075552864,0.333,0.386,1
"SMARCA5",0.0741822146554465,-0.15428751142229,0.459,0.52,1
"SCP2",0.0742026716397839,0.33545742109555,0.452,0.424,1
"NHLRC3",0.0744734395621847,-0.396497177895166,0.243,0.285,1
"CAPN2",0.0746281568566134,-0.418356720086703,0.301,0.343,1
"DST",0.0746398138320473,0.245887533754598,0.466,0.569,1
"SUPT3H",0.0751077371457936,0.367214025322702,0.308,0.266,1
"HMOX2",0.0753355708254408,-0.204366699715223,0.215,0.26,1
"WBP11",0.075485646894573,0.103991262071956,0.326,0.376,1
"UBAC1",0.0755096769441656,-0.159231819447379,0.233,0.274,1
"SHISA5",0.0758002648258676,-0.126934316552708,0.312,0.364,1
"HYI",0.0762776199986389,0.164767897450291,0.252,0.209,1
