"gene","p_value","avg_log2FC","pct.1","pct.2","adj_p_value"
"COL1A1",0,4.74042432413213,0.973084886128364,0.366457680250784,0
"COL1A2",0,4.37001102123227,0.975983436853002,0.393416927899687,0
"COL3A1",0,4.41265339271592,0.961490683229814,0.304388714733542,0
"COL4A1",0,1.62260814452876,0.768944099378882,0.227586206896552,0
"COL5A1",0,2.81090491299606,0.770186335403727,0.137617554858934,0
"COL5A2",0,2.6930809067529,0.86583850931677,0.18307210031348,0
"COL12A1",0,1.74155044170347,0.686542443064182,0.161755485893417,0
"COL16A1",0,2.61385641767455,0.595031055900621,0.0827586206896552,0
"COL4A2",3.51701187753008e-306,1.49514392212173,0.787163561076605,0.246081504702194,1.52403848026303e-305
"COL11A1",2.03752651608052e-231,2.16774391889334,0.430227743271222,0.0664576802507837,7.94635341271402e-231
"COL14A1",6.6390344398224e-202,2.40531418751478,0.460869565217391,0.107523510971787,2.35383948320976e-201
"COL21A1",3.99962242963061e-157,2.35062603216161,0.288198757763975,0.0357366771159875,1.29987728962995e-156
"COL4A5",1.54822024982892e-150,2.13704474263532,0.239337474120083,0.0166144200626959,4.64466074948675e-150
"COL13A1",5.07239014667134e-142,2.32587121832309,0.257556935817805,0.0307210031347962,1.41302296942987e-141
"COL25A1",2.4012586635981e-114,2.39210609235717,0.183850931677019,0.0122257053291536,6.24327252535505e-114
"COL27A1",3.92452825496168e-112,1.58918092972931,0.253416149068323,0.0454545454545455,9.56603762146909e-112
"COL9A1",3.20833273809277e-109,2.15564304929394,0.15776397515528,0.00438871473354232,7.36029275209517e-109
"COL9A3",3.31446836041765e-106,1.39856645010433,0.376811594202899,0.128213166144201,7.18134811423823e-106
"COL24A1",8.03778929596954e-104,1.80611813147626,0.188819875776398,0.0197492163009404,1.64986201338322e-103
"COL18A1",2.23086660326855e-82,0.796242324736402,0.511801242236025,0.229153605015674,4.35018987637367e-82
"COL2A1",2.87631512222814e-63,1.42486304971211,0.0919254658385093,0.00219435736677116,5.34172808413797e-63
"COL8A2",4.62477363498116e-53,1.01941697130575,0.148654244306418,0.0341692789968652,8.19846235292115e-53
"COL9A2",6.320947719933e-50,0.938138804499778,0.151552795031056,0.0379310344827586,1.07181287424951e-49
"COL11A2",5.41800191495344e-49,1.25708535313656,0.082815734989648,0.00595611285266458,8.80425311179934e-49
"COL15A1",1.98280505877051e-47,0.677519839139077,0.286128364389234,0.125391849529781,3.093175891682e-47
"COL4A6",1.12848908465432e-46,0.911054157415577,0.0703933747412008,0.00250783699059561,1.69273362698148e-46
"COL26A1",6.52025098037749e-43,0.96052477366458,0.0712215320910973,0.00470219435736677,9.4181403049897e-43
"COL8A1",1.15065678239821e-39,-0.29266463710251,0.359006211180124,0.169278996865204,1.60270051834037e-39
"COL5A3",2.22434865372781e-39,0.882576871281493,0.153623188405797,0.0498432601880878,2.99136543087534e-39
"COL10A1",1.7556034079479e-34,0.686831884080956,0.0509316770186335,0.00156739811912226,2.28228443033227e-34
"COL22A1",4.20285188385532e-30,0.832943850244527,0.062111801242236,0.00846394984326019,5.28745882162444e-30
"COL23A1",1.24857332908336e-17,0.707791343469945,0.0608695652173913,0.0178683385579937,1.52169874482035e-17
"COL28A1",2.73277114559383e-14,0.504972927481612,0.0563146997929607,0.0184952978056426,3.22963862661089e-14
"COL4A4",3.97777620305226e-14,0.224864557410114,0.0451345755693582,0.0122257053291536,4.56274329173641e-14
"COL19A1",9.83394823988215e-12,-0.0372984261702671,0.103933747412008,0.0539184952978056,1.09578280387258e-11
"COL7A1",1.80022280592908e-11,0.282972399905031,0.120496894409938,0.0670846394984326,1.95024137308984e-11
"COL4A3",0.00618056101771632,-0.0292322549423065,0.0169772256728778,0.00877742946708464,0.00651464539705234
"COL20A1",0.00903133409374756,-0.0148344692445566,0.0082815734989648,0.00313479623824451,0.00926900078042513
"COL17A1",0.0182575899684294,-0.0896693061090872,0.00165631469979296,0.00564263322884012,0.0182575899684294
