"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
7.34788986954504e-23,6.39246523921597,1,0,2.38328807918693e-18,"TRAP1"
1.45065626609157e-12,4.35176489123921,0.636,0.013,4.70520359906802e-08,"HAS2"
2.1347970152074e-10,2.19020253983193,0.636,0.038,6.92421411882521e-06,"UBE3C"
5.30407699445462e-10,1.56067856258074,0.773,0.09,1.72037737315135e-05,"UBR4"
7.85630717355011e-10,4.90321547333851,0.5,0.013,2.54819323174098e-05,"ADAM23"
2.17278936839166e-09,2.39460721735475,0.591,0.038,7.04744231637837e-05,"PTPDC1"
4.23128193709813e-09,4.85055608702679,0.409,0,0.000137241629629778,"ZC3H12C"
7.1249606643336e-09,3.20646780807436,0.5,0.026,0.00023109809914766,"CMTM8"
8.04483115957557e-09,4.4449381554562,0.455,0.013,0.000260934098660834,"EPB41L5"
8.73134711496845e-09,3.09739487910215,0.591,0.051,0.000283201243674002,"MOK"
1.05550379223423e-08,3.5053710874321,0.455,0.013,0.000342352655011173,"MFSD5"
1.13018434642126e-08,3.81140524381959,0.682,0.115,0.000366575292761735,"PTPN13"
1.15223044248695e-08,1.66264113206703,0.864,0.179,0.000373725944020641,"ZMAT3"
1.52006717687497e-08,2.00755885889164,0.545,0.038,0.000493033788819396,"CROCC"
2.29176869563434e-08,2.3399711580224,0.591,0.051,0.000743335176428998,"METTL8"
2.51629163305586e-08,4.53259498085861,0.5,0.038,0.000816159191181667,"PPP1R9A"
3.15253451119896e-08,1.96397635937828,0.682,0.09,0.00102252456870738,"ATXN3"
3.37550270594542e-08,2.23426312667179,0.636,0.077,0.0010948443026734,"CD109"
3.59833382116385e-08,4.80835374078846,0.364,0,0.0011671195748945,"ACP6"
3.59833382116385e-08,4.81962151096666,0.364,0,0.0011671195748945,"C2CD3"
3.59833382116385e-08,4.68802113582199,0.364,0,0.0011671195748945,"ZNF518A"
3.59833382116385e-08,5.29907659561176,0.364,0,0.0011671195748945,"PLK1S1"
3.74800092913873e-08,2.5940552092108,0.682,0.103,0.00121566410136615,"KCTD3"
3.83401499473847e-08,2.97873354210095,0.636,0.09,0.00124356276354342,"BCKDHB"
3.8645818261106e-08,1.77407850291544,0.636,0.077,0.00125347711529897,"MAPK14"
