"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"STXBP3",0.0185263036958066,-0.157031804021374,0.33,0.225,1
"ARHGEF2",0.018564392708199,-0.231953365242211,0.384,0.264,1
"CSNK2B",0.0185957467079712,0.244511238423739,0.369,0.272,1
"CMAS",0.0186924887554346,-0.129977643347317,0.251,0.166,1
"SRPX",0.0187426556825606,-0.298234535362761,0.261,0.172,1
"RPL10",0.0187433933099286,-0.219423703679041,0.97,0.937,1
"CEP170",0.0189094077161149,-0.266939964962297,0.552,0.387,1
"VAMP3",0.0189608472402698,-0.230306362521599,0.374,0.259,1
"ATP6V1B2",0.0189618018656183,-0.225402083177165,0.369,0.244,1
"TGS1",0.0190079599369493,-0.362058381543674,0.355,0.238,1
"ACAA1",0.019038315165459,-0.178529989319617,0.365,0.247,1
"SRP68",0.0190502001929001,-0.343117563678108,0.305,0.202,1
"MEF2D",0.0191267559581996,-0.152753909614647,0.31,0.209,1
"DCTN1",0.0194133152340617,-0.213102173160096,0.251,0.165,1
"UBE2V2",0.0194952760689296,-0.302441142151753,0.419,0.299,1
"GAS6",0.0199051049721242,-0.270209954053059,0.429,0.301,1
"RB1",0.0199363564719635,-0.135719885631245,0.493,0.355,1
"ANKRD37",0.0199702992862256,-0.650324023538305,0.281,0.189,1
"EPM2AIP1",0.0200317684342758,-0.29672534139786,0.414,0.279,1
"TRIM22",0.0201018051636648,-0.31963029686722,0.384,0.259,1
"SLC4A7",0.0202476039321642,-0.335324751197214,0.433,0.311,1
"TPP1",0.0203762746357069,-0.171019754046239,0.443,0.308,1
"RNH1",0.0205752123831009,-0.134290663821104,0.744,0.559,1
"MRPL52",0.0205758171242403,-0.121132572045911,0.419,0.302,1
"LLPH",0.0206136763151368,-0.321964343565343,0.281,0.184,1
"GABBR1",0.0206463948709986,-0.363647732473758,0.32,0.217,1
"H2AFX",0.0206548832154216,-0.579681803910166,0.251,0.162,1
"HDGF",0.0210803758948415,-0.134086670152074,0.424,0.291,1
"RHOT1",0.0212363441972181,-0.404802732577941,0.291,0.194,1
"OGFR",0.0212495816967651,-0.289874578734832,0.379,0.258,1
"AHSA2",0.0212664405143188,-0.242335392833767,0.438,0.305,1
"SSPN",0.0214545295585178,-0.149066113810502,0.448,0.315,1
"DMXL2",0.0214608693973177,-0.41794587147086,0.355,0.241,1
"CDK12",0.0214879080532819,-0.242620244000824,0.478,0.339,1
"HSPB11",0.0214920549745594,-0.228073473984423,0.34,0.227,1
"RNF2",0.021545262868773,-0.359970914533135,0.271,0.177,1
"HAGH",0.0216524920922906,-0.441099746388083,0.399,0.265,1
"UQCRQ",0.0220489530236626,-0.155850821333551,0.7,0.505,1
"CARD8",0.0221341259673002,-0.242308248785787,0.286,0.191,1
"TERF1",0.0222717440927499,-0.262359289169631,0.394,0.277,1
"AKR1B1",0.0224435400839602,-0.332740730961518,0.424,0.301,1
"DUS1L",0.0224820848306231,-0.321580389449986,0.35,0.234,1
"SNRNP25",0.0225996189195893,-0.2454812661207,0.3,0.202,1
"ALG13",0.0227192154204299,-0.289261578221959,0.374,0.261,1
"WHSC1L1",0.0228677373951587,-0.17125365082958,0.704,0.512,1
"DYNLT3",0.0229968255815634,-0.176873918882438,0.369,0.261,1
"C9orf78",0.0230129942821021,-0.341792193006428,0.409,0.278,1
"IFI44",0.0232932799903486,-0.252077750963302,0.33,0.223,1
"ZNF593",0.0233312039337313,-0.191580577883445,0.374,0.256,1
"USP8",0.0234160877914697,-0.13739201060717,0.596,0.419,1
"SPCS2",0.0236017757243485,-0.125304175463399,0.596,0.462,1
"AKAP17A",0.0236231425517178,-0.245084137257113,0.419,0.295,1
"PIN4",0.023806661450296,-0.136839067929355,0.36,0.246,1
"CNOT6L",0.0240358110195387,-0.431696475772463,0.34,0.229,1
"ETS2",0.0244012204796039,-0.399146201156383,0.36,0.244,1
"STAG2",0.02440950634548,-0.165414277148052,0.567,0.401,1
"RPS14",0.0244960349768759,-0.254677322190254,0.956,0.909,1
"UNC50",0.024566880024405,-0.202209783707324,0.36,0.246,1
"CLPP",0.0248134448355414,-0.14140799129142,0.409,0.291,1
"NFKB1",0.0248891400036262,-0.743416445334431,0.379,0.265,1
"RPS10",0.0249878414038574,-0.685610483083285,0.34,0.397,1
"SETD5-AS1",0.0249881935925371,-0.303413377541609,0.458,0.323,1
"DDB2",0.0250604864781462,-0.299869123037172,0.305,0.209,1
"ACTL6A",0.0251445518204806,-0.250326968135546,0.251,0.168,1
"KDM6B",0.0252177937423986,-0.525714834967497,0.315,0.211,1
"NDRG2",0.0255766692632161,-0.272114155213496,0.34,0.233,1
"CTDSP2",0.0257051282799736,-0.244111899592973,0.419,0.292,1
"ME2",0.0257052176967723,-0.196890123798472,0.296,0.204,1
"KIAA1430",0.0257619302099948,-0.2599942497901,0.502,0.346,1
"SRPR",0.025919978413388,-0.287565502351211,0.325,0.223,1
"COA6",0.0260214286832805,-0.260446347044766,0.404,0.273,1
"CISD3",0.0260794975437064,-0.276411185396639,0.271,0.181,1
"CRYAB",0.0260900989092511,0.10858158149218,0.276,0.194,1
"ATG3",0.0263605675802513,-0.115699560013822,0.325,0.227,1
"SLC25A11",0.026494953443194,-0.197426575520638,0.458,0.322,1
"PURB",0.0264959569842724,-0.216657142130515,0.404,0.284,1
"MYL6",0.0265604978139536,-0.252003490015004,0.882,0.829,1
"CTSL",0.0267216570361533,-0.199482770103921,0.64,0.471,1
"ANKRD44",0.0269054861623754,-0.114358655924784,0.31,0.224,1
"CAT",0.0269899987936147,-0.14690744579274,0.3,0.206,1
"FRG1B",0.0270175247684256,-0.518013975770463,0.296,0.194,1
"WDR33",0.0270454254297626,-0.108647369698172,0.547,0.4,1
"PRDX6",0.0270518271507595,0.114938185990356,0.852,0.673,1
"XRCC6",0.0271801488774961,-0.139146810826845,0.635,0.458,1
"MPHOSPH8",0.0273444010086052,-0.116245914234592,0.68,0.494,1
"TIMM10",0.0273647023394077,-0.266517040221215,0.36,0.248,1
"BAIAP2",0.0280067804845361,-0.13614272245747,0.291,0.197,1
"NANS",0.0280340315093223,-0.191738104046824,0.409,0.293,1
"USP15",0.0281369263166828,-0.287838453627971,0.562,0.399,1
"ARF6",0.028199511507068,-0.253923822775972,0.36,0.25,1
"MFAP1",0.0282639791093175,-0.46458906598834,0.286,0.193,1
"LEPROTL1",0.0283128011182308,-0.297895120118412,0.424,0.299,1
"RTCA",0.0285117127720023,-0.509798553021803,0.296,0.198,1
"SUGT1",0.0285131396508789,-0.178943796336823,0.498,0.348,1
"CDC42SE1",0.028519603347689,-0.454839293219362,0.389,0.269,1
"FZD2",0.0285650613176917,-0.244781405640174,0.256,0.172,1
"ZFP36L2",0.0285875909980287,-0.938445082597501,0.429,0.465,1
"H2AFY",0.0285945460912656,-0.137879156081024,0.64,0.462,1
"ABR",0.0289318019160213,-0.523508821008749,0.271,0.181,1
"CADM1",0.0290654091959486,0.101156059446499,0.429,0.319,1
"USP47",0.0292555511360502,-0.110746598262264,0.571,0.41,1
"MED30",0.0293827967811751,-0.449778837527623,0.335,0.227,1
"PMPCB",0.0293933512054547,-0.16038180158593,0.355,0.248,1
"C1orf86",0.0294874602632447,-0.288080841521734,0.586,0.41,1
"ARMCX1",0.0295651903173246,-0.248374979619578,0.291,0.2,1
"OSER1",0.0296118822631421,-0.363481628548875,0.315,0.209,1
"SRGN",0.0298521650726355,-0.695248907175057,0.291,0.345,1
"RNF20",0.0299331944661085,-0.327583427806817,0.251,0.167,1
"SLC16A3",0.0299471052630529,-0.481875065088235,0.34,0.233,1
"RPL35A",0.0299494125366917,-0.271015961039448,0.941,0.882,1
"IFNGR2",0.0300749070175265,-0.119671617807799,0.621,0.448,1
"PSMD13",0.0300821077267587,-0.147711092661126,0.512,0.363,1
"GAA",0.0300904938545158,-0.390155884147671,0.468,0.328,1
"C11orf73",0.0302070439259553,-0.399073540218685,0.36,0.244,1
"GIT2",0.0302076804350473,-0.300406785798873,0.286,0.195,1
"FKBP8",0.0302177753027985,-0.104314532268277,0.759,0.555,1
"C10orf11",0.0302485242532193,-0.207239336294117,0.384,0.278,1
"LAGE3",0.0302643063484595,-0.155427519629466,0.493,0.352,1
"PER1",0.0303670007429611,-0.307693815979382,0.473,0.328,1
"STX10",0.0306770332639627,-0.162065406446085,0.35,0.247,1
"RPL26L1",0.0306896067348447,-0.222534952739475,0.365,0.255,1
"MRP63",0.0313839415712703,-0.100974742385671,0.611,0.445,1
"BTF3L4",0.0314215743305245,-0.174981678614472,0.527,0.371,1
"GAPDH",0.0317550188090995,0.119231846687315,0.946,0.883,1
"ACAP2",0.031898465018276,-0.137141172478656,0.621,0.444,1
"TPM3",0.0321961088376248,-0.11594543878309,0.783,0.553,1
"MBNL1",0.0322238895286769,-0.453896428642147,0.749,0.536,1
"CISD2",0.0322840205435065,-0.259406836233544,0.355,0.246,1
"SNRPD3",0.0323137437736481,-0.224939707019848,0.601,0.418,1
"STK10",0.0324228741600921,-0.674359694311911,0.31,0.208,1
"TMEM123",0.0326895078482481,-0.194865279514715,0.419,0.299,1
"PLEKHA3",0.0328825335039733,-0.160590786488193,0.384,0.269,1
"ZBTB8OS",0.0329623516473762,-0.729859736858478,0.32,0.212,1
"PGK1",0.0330886352852639,-0.116867688691772,0.68,0.516,1
"SMS",0.0332777973870093,-0.545745649779929,0.478,0.325,1
"KLF4",0.0335779076781163,-0.170469068577927,0.384,0.279,1
"MRPL28",0.0335838405976728,-0.167005500587727,0.468,0.337,1
"VPS37A",0.0336596747776733,-0.309826224890854,0.31,0.209,1
"IFI27",0.0336690082122094,0.407082213028576,0.429,0.333,1
"TMEM204",0.0337634852853728,-0.328349453969706,0.271,0.184,1
"CAMK2N1",0.0337759881454901,-0.391307509824632,0.276,0.188,1
"ATP5B",0.0344474661542776,-0.102841270466018,0.754,0.555,1
"TCEAL7",0.0345222029659391,-0.10836462891494,0.384,0.277,1
"NDUFB9",0.0345858937952594,-0.117835789806568,0.527,0.39,1
"TOB1",0.0347108897515442,-0.221568036054659,0.355,0.254,1
"RDX",0.0348542557587557,-0.134794663568606,0.532,0.391,1
"ANP32E",0.0351608098945008,-0.571669834535843,0.374,0.254,1
"RBM42",0.0352425466873782,-0.533608212779901,0.374,0.259,1
"CTNND1",0.0352427692396181,-0.105590183746838,0.374,0.263,1
"RP5-857K21.7",0.0352648002308194,-0.249832855112699,0.453,0.345,1
"SF3B5",0.0357692957937361,0.12458892980434,0.704,0.528,1
"C6orf62",0.0357903291490695,-0.292466477776808,0.502,0.356,1
"RABGGTB",0.0360511413778187,-0.370256805147866,0.251,0.167,1
"TNFRSF1A",0.0360966288682448,-0.130600047124196,0.596,0.43,1
"CCDC127",0.0363641166565814,-0.48749728978198,0.271,0.185,1
"RAP1B",0.0366101256535359,-0.111327514244122,0.709,0.528,1
"VTI1B",0.036916115697345,-0.18036837935788,0.281,0.195,1
"ABCE1",0.0369481978087626,-0.152806438817703,0.355,0.25,1
"HN1",0.0372790120823229,-0.519299191319145,0.438,0.31,1
"PTMA",0.037729852897088,-0.171443680098638,0.98,0.924,1
"TMEM243",0.0377370571525837,-0.212593386006346,0.394,0.279,1
"ANAPC13",0.0377594171788098,-0.152342209535697,0.291,0.197,1
"LSM10",0.0378884387633875,-0.282866159786838,0.433,0.301,1
"CA11",0.03822575393577,-0.362921715110243,0.256,0.173,1
"RAB8A",0.0382259729282383,-0.410306226828096,0.419,0.289,1
"C17orf62",0.0384765382380859,-0.473243400453906,0.399,0.275,1
"SERTAD2",0.03855034198838,-0.345418319376923,0.305,0.212,1
"NAP1L4",0.0387927548568909,-0.283849671851019,0.586,0.413,1
"XAF1",0.038941627287866,-0.290293437269689,0.291,0.206,1
"NSA2",0.0390111761680533,-0.142582576701534,0.65,0.482,1
"SNRPD1",0.0392946520630946,-0.165874376920841,0.562,0.41,1
"SURF1",0.0393234963534773,-0.282982539290924,0.394,0.274,1
"INSIG1",0.0398302554889678,-0.38886634210745,0.266,0.181,1
"FAM50A",0.0402670396996946,-0.184647752601477,0.532,0.392,1
"MT-ATP6",0.0405140946367262,-0.270557239084519,0.527,0.628,1
"BDH2",0.0405881345755982,-0.37799878794835,0.315,0.217,1
"MRPL54",0.0407363873006963,-0.307642498904198,0.493,0.347,1
"CHIC2",0.0407369306131849,-0.15956393618764,0.433,0.314,1
"PLIN2",0.0413091330126439,-0.411148731429156,0.345,0.241,1
"TMEM106C",0.0415051399652699,-0.418367656318526,0.261,0.174,1
"TMEM176A",0.0415767193385978,-0.234660707141297,0.36,0.258,1
"TGIF1",0.041937842441875,-0.693516214774375,0.34,0.229,1
"TSC22D4",0.0421615650352882,-0.533447841726092,0.414,0.286,1
"TMEM66",0.042278598958953,-0.499285272239544,0.778,0.716,1
"RPS28",0.042368087038555,-0.374555238132297,0.695,0.681,1
"CTD-2336O2.1",0.0424032638695681,-0.289855599262114,0.374,0.267,1
"NDUFAB1",0.0426680516681808,-0.100902526513939,0.616,0.468,1
"CEP63",0.0427211321323052,-0.161357330816279,0.305,0.218,1
"CNPY3",0.0428003389025217,-0.227692493621492,0.448,0.322,1
"IDS",0.0428624559205098,-0.381681342637897,0.502,0.353,1
"ANXA5",0.0434531029483445,0.164123652382895,0.862,0.704,1
"SCARF2",0.043968375194498,-0.73515966494655,0.36,0.242,1
"MARCH2",0.0443034227522499,-0.165821896921164,0.256,0.177,1
"ZMYM5",0.0446170110002453,-0.137027424184242,0.33,0.233,1
"STARD7",0.0446303831513624,-0.548355973848604,0.355,0.244,1
"FOSL2",0.0447120487227028,-0.532963575681633,0.305,0.215,1
"CHCHD10",0.044715902399797,-0.296420728923143,0.458,0.333,1
"RPL19",0.0449496540739224,-0.225639550121025,0.951,0.925,1
"SDCBP",0.0451048944458437,-0.264507827689029,0.744,0.533,1
"ITFG3",0.0451300702364798,-0.210462956802923,0.281,0.193,1
"TUSC2",0.0453774507772706,-0.173411093827419,0.256,0.178,1
"MT-ND1",0.0455691218953034,-0.240906538761034,0.512,0.607,1
"TMEM106B",0.0456845656268428,-0.234945503309899,0.448,0.331,1
"TXNIP",0.0457209488765636,-0.296510889430503,0.591,0.616,1
"BCL7B",0.0459235502008538,-0.322222774842863,0.261,0.178,1
"ALDH1A3",0.0459983832973955,-0.195126449773199,0.542,0.394,1
"NUDT22",0.0461790032280967,-0.315090146702586,0.256,0.174,1
"MRPL36",0.0461999859310462,-0.183511126468544,0.429,0.303,1
"RPL31",0.0462481224329161,-0.181864713972525,0.724,0.527,1
"LSM6",0.0466746503648634,-0.359563189564948,0.429,0.305,1
"PSMB6",0.0478043882932973,-0.143566698048227,0.66,0.482,1
"ZNF652",0.0479219690156215,-0.183420811869037,0.493,0.364,1
"HSP90AA1",0.0482502682386737,-0.539369118075762,0.936,0.884,1
"POLR2J",0.0483956228491773,-0.122903705394629,0.611,0.446,1
"MEF2C",0.0485667100442713,-0.182745258580373,0.512,0.38,1
"H2AFJ",0.0488685817192989,-0.130991581414838,0.606,0.448,1
"IL13RA1",0.0489416020186804,-0.282700435188183,0.305,0.217,1
"MFSD12",0.0489744442005098,-0.289002230608861,0.291,0.201,1
"SARS",0.0489941362453854,-0.245842364541433,0.517,0.374,1
"LUC7L3",0.0496788262524431,-0.14952731497317,0.847,0.647,1
"BUB3",0.0504025855942956,-0.332627340661218,0.369,0.26,1
"BRD2",0.0506174837272418,-0.11985518201102,0.7,0.516,1
"ELMO1",0.0507224136733429,-0.178354384185086,0.404,0.3,1
"PPIL3",0.0507413922034462,-0.390363500636859,0.276,0.19,1
"TMX1",0.0513171921686953,-0.283716190082341,0.34,0.244,1
"SLC35D2",0.0515235597891899,-0.150563477560083,0.251,0.175,1
"ALDH1A1",0.0516214586389603,0.144823347849008,0.32,0.236,1
"LDHB",0.0516744882550972,0.117214492642515,0.719,0.581,1
"LAMP1",0.0516805631191825,-0.115457503449759,0.616,0.46,1
"GNPDA1",0.0519887555622889,-0.252716698688492,0.31,0.22,1
"ITGA6",0.0520651562964958,-0.130354029854207,0.276,0.198,1
"PTGES2",0.0521679213906917,-0.543972082762221,0.261,0.176,1
"UFD1L",0.0523531351670736,-0.274478328981557,0.325,0.228,1
"GTF2A1",0.0531581336709026,-0.399036526114584,0.33,0.225,1
"UBE2N",0.0534307446491957,-0.18088636729611,0.458,0.321,1
"EFHD2",0.0536284892617952,-0.518042665908289,0.34,0.238,1
"ACADVL",0.0537126384805035,-0.160548861653368,0.502,0.376,1
"AP1B1",0.0541384107701912,-0.316897495102822,0.286,0.2,1
"G3BP1",0.0544101922333806,-0.286779802705386,0.453,0.328,1
"RAB5A",0.0547817297259126,-0.311661404583024,0.458,0.328,1
"HLA-B",0.0548114497518198,-0.541398740704589,0.773,0.731,1
"PCMT1",0.0548684707125496,-0.193642090016427,0.478,0.35,1
"NEU1",0.0551316312858053,-0.294990797647026,0.493,0.363,1
"ALDH9A1",0.0553527374342019,-0.395902378218465,0.355,0.254,1
"NAPG",0.0554530685423525,-0.358610399470421,0.281,0.195,1
"CMYA5",0.0560098022188366,-0.592324332242981,0.345,0.241,1
"SPCS3",0.0564370525003677,-0.316195368570151,0.557,0.397,1
"ING1",0.0570372550798708,-0.276204156634262,0.251,0.175,1
"GMPS",0.0570486480287655,-0.26073872274456,0.33,0.239,1
"C8orf59",0.0575358825835387,-0.100358488355456,0.635,0.482,1
"LPAR6",0.0578815795224877,-0.407106081560444,0.345,0.25,1
"ZNF217",0.0581590780450075,-0.437541811054749,0.305,0.213,1
"MT-ND3",0.0585275114992452,-0.207396242179081,0.527,0.629,1
"HMGN2",0.0585357582828728,-0.539617578341401,0.734,0.668,1
"INF2",0.0586486779427384,-0.274383372260324,0.266,0.193,1
"BRD7",0.0588144280026706,-0.188117266298265,0.369,0.267,1
"TMEM59L",0.0594892870670381,-0.261640551773372,0.271,0.192,1
"TRAPPC6A",0.0596103606145225,-0.309670361362814,0.3,0.217,1
"RPL39",0.059977858568514,-0.182937381602414,0.576,0.633,1
"CCT7",0.0603119440462769,-0.209910736780805,0.567,0.434,1
"CYLD",0.060363757877759,-0.247683416170553,0.32,0.227,1
"NDUFA6",0.0604193551509439,-0.199660042415613,0.507,0.369,1
"PPM1B",0.0604677801585307,-0.451101986596995,0.345,0.242,1
"SAMD9",0.0612932798248412,0.186235326329307,0.291,0.217,1
"ENOPH1",0.0616999550063867,-0.496162346540011,0.276,0.191,1
"IER3",0.061800720035234,-0.374359430333693,0.552,0.414,1
"SOD1",0.0619378487182933,-0.149055740087057,0.803,0.621,1
"GSN",0.0621519935381086,0.194554136508156,0.892,0.716,1
"CCDC53",0.0623194306783373,-0.187501791402244,0.315,0.222,1
"GLA",0.0624826344544519,-0.550978855280274,0.286,0.197,1
"H3F3A",0.0625418098444539,-0.371589536802349,0.744,0.7,1
"P2RX4",0.0626569863361299,-0.426381032115304,0.261,0.181,1
"RPL41",0.0628308559770254,-0.407706141549338,0.847,0.79,1
"LAPTM5",0.0629521179854506,-0.824515566562321,0.236,0.274,1
"AKAP9",0.0630236385528208,-0.187404558822356,0.823,0.625,1
"SCXA",0.0630435681805705,-0.216731537315267,0.36,0.264,1
"EGR1",0.0634834972612356,-0.141834833914825,0.552,0.427,1
"ALCAM",0.0639851597847609,-0.151900885163531,0.271,0.197,1
"IDH3G",0.0641898426819819,-0.227029307037033,0.473,0.338,1
"BMP5",0.0642111105808977,0.238364663990727,0.276,0.207,1
"MRPS18C",0.0646680792871017,-0.152542601571981,0.399,0.289,1
"RNMT",0.0650237135428721,-0.237367377949861,0.596,0.428,1
"GALK1",0.0651744523894175,-0.328622380396511,0.32,0.227,1
"ILF3-AS1",0.0651798729544108,-0.753258576652015,0.305,0.218,1
"IFNGR1",0.065217919531017,-0.486101298643557,0.532,0.38,1
"RSBN1L",0.065223107757812,-0.25456925810103,0.581,0.425,1
"RPL26",0.0654225525990749,-0.427809165316319,0.507,0.554,1
"CCDC12",0.0655600415406566,-0.254563563401866,0.478,0.34,1
"FTH1",0.0655935140635168,-0.542814224007998,0.98,0.937,1
"RP11-220I1.1",0.0657902536217615,-0.315654498859761,0.34,0.244,1
"GRB2",0.0658662421592245,-0.494819660435344,0.591,0.411,1
"RP5-857K21.11",0.0658835775149327,-0.302096412980744,0.473,0.358,1
"ITM2C",0.0662749569915154,-0.181909646821612,0.729,0.543,1
"PPP1CB",0.0662809347737112,-0.316799610992195,0.635,0.452,1
"SAT2",0.0665340582161507,-0.101042516615854,0.704,0.537,1
"TRIM13",0.0668201082320712,-0.2060716545596,0.261,0.186,1
"ATP6V0D1",0.0674094129334792,-0.369967765059253,0.433,0.306,1
"RAB11FIP1",0.067860269732456,-0.38103623398614,0.256,0.18,1
"LETMD1",0.0678750295176755,-0.487414674690534,0.296,0.209,1
"IK",0.0678957145178855,-0.144162211148025,0.463,0.354,1
"CERS2",0.0679283615260291,-0.478360687095166,0.36,0.252,1
"TAF10",0.0683529808752679,-0.178442172738235,0.414,0.297,1
"TLN1",0.0685459366514623,-0.187037261516149,0.611,0.449,1
"RPS25",0.0685697928753769,-0.359300672157086,0.901,0.839,1
"hsa-mir-6723",0.0685723686349578,-0.259227973522723,0.473,0.368,1
"SFSWAP",0.0689326286709939,-0.415075605556148,0.468,0.334,1
"HNRNPF",0.0689717318338565,-0.139663315211501,0.685,0.495,1
"EMC6",0.0690633628524993,-0.189918741159881,0.443,0.33,1
"DCTD",0.0694264161243529,-0.340579073253357,0.369,0.262,1
"CALCOCO2",0.0707512812091403,-0.199188940864009,0.443,0.326,1
"CLEC2B",0.0709837184233264,-0.303120299163556,0.517,0.385,1
"ZNF331",0.0712995275434233,-0.624156009835117,0.365,0.257,1
"CLK3",0.0714979572802492,-0.198110293793436,0.281,0.206,1
"GSDMD",0.0717353982739951,-0.38950334474132,0.286,0.204,1
"PDK2",0.0721134003263808,-0.464157646911075,0.271,0.187,1
"GOLGA7",0.0724245726861954,-0.322628482601438,0.404,0.295,1
"SEC11C",0.0726330201921018,-0.824856760342061,0.374,0.277,1
"LBR",0.0727191022229696,-0.18868865433148,0.34,0.251,1
"GRHPR",0.0727544743222642,-0.294911959354864,0.448,0.323,1
"NFU1",0.0739802362670573,-0.466900905236308,0.291,0.205,1
"HLA-A",0.0740983285142805,-0.456378592257673,0.823,0.746,1
"UBAC1",0.0744259041172102,-0.280041687140402,0.33,0.239,1
"HNRNPH1",0.0751733886594816,-0.279470669828419,0.744,0.576,1
"RPL21",0.0753875284557643,-0.321347010254289,0.562,0.593,1
"SAP30",0.0754101545712484,-0.52960532836828,0.335,0.242,1
"TSC22D3",0.0755870673898312,-0.628808156933417,0.695,0.637,1
"ABRACL",0.0756708102158536,-0.464492772882709,0.261,0.185,1
"ZNF148",0.0756969108606365,-0.401309648165146,0.404,0.294,1
"RPS27A",0.0758899979897338,-0.258384559699378,0.946,0.903,1
"NSRP1",0.0759050931610662,-0.272679751339029,0.438,0.32,1
"IFT27",0.0767374580897434,-0.234946457768148,0.276,0.197,1
"APOE",0.0768090167552076,-0.727343999097286,0.695,0.545,1
"CLCN5",0.0777197518826885,-0.254394106219935,0.305,0.225,1
"HLA-DPA1",0.0781589296510368,-0.922920529293971,0.384,0.401,1
"PSMG2",0.0787028866181137,-0.118215342417335,0.463,0.348,1
"ACSL1",0.0789489523193842,-0.673054793947591,0.3,0.212,1
"PDCD4",0.0794847702276595,-0.346308072499186,0.576,0.42,1
"PLSCR1",0.0795985269052814,-0.184372376417531,0.473,0.346,1
"ATP2B1",0.0797661051931357,-0.308711736568303,0.591,0.438,1
"RPL18A",0.0805297274174463,-0.24103116770224,0.823,0.809,1
"PLGRKT",0.080833156473711,-0.644215694301827,0.286,0.198,1
"UBL3",0.0808792688138646,-0.214391297865005,0.429,0.324,1
"ARID5A",0.0811947782501328,-0.538809102444954,0.325,0.232,1
"RAB32",0.081259446249847,-0.166466098763977,0.493,0.357,1
"FAM210B",0.0815118407892304,-0.318122175959419,0.286,0.205,1
"MYO5A",0.0816316184925541,-0.161728070644019,0.36,0.276,1
"SIPA1L1",0.0818674171797867,-0.534825083778292,0.394,0.295,1
"MT-ND2",0.0820100103567017,-0.281342738621865,0.512,0.614,1
"AC105402.4",0.0822087151948158,-0.241433745806073,0.468,0.365,1
"CSK",0.082248528536873,-0.502756457203352,0.286,0.206,1
"C19orf60",0.0824546329578494,-0.171351584751222,0.606,0.45,1
"FAM96A",0.0827218495224668,-0.278278968561212,0.355,0.264,1
"WIPF1",0.0828032410538152,-0.319182610924673,0.537,0.401,1
"MRPL50",0.0828284662697454,-0.451472502725476,0.286,0.203,1
"RHOT2",0.0828430514835056,-0.533673314715907,0.31,0.222,1
"UBXN1",0.0828674808241448,-0.236466656844658,0.576,0.431,1
"ARPC3",0.0831097861382629,-0.599304233370524,0.429,0.459,1
"FAM104A",0.0832801104257109,-0.341192127035475,0.271,0.193,1
"METRNL",0.0840032981667612,-0.363492258496465,0.522,0.378,1
"RPL13",0.0840723127073104,-0.200330084696285,0.98,0.95,1
"MRPS21",0.084418195422063,-0.200309258614278,0.611,0.441,1
"DNAJA1",0.084508057632557,-0.522445591660299,0.808,0.589,1
"APOD",0.0845436746816927,-0.711091954920083,0.626,0.504,1
"TMEM258",0.0850114812840189,-0.247382335303055,0.675,0.508,1
"RPS3A",0.0851272614506328,-0.326463665362314,0.887,0.82,1
"ARFGAP2",0.0859109398623152,-0.530889548741937,0.315,0.223,1
"TTC14",0.0861275286509533,-0.220947312943667,0.424,0.311,1
"CYCS",0.0865709623746157,-0.142352231923322,0.655,0.478,1
"ZFYVE16",0.0872573232363921,-0.455943809418154,0.552,0.404,1
"SMC1A",0.0873024675166972,-0.426924467382125,0.345,0.247,1
"MTND1P23",0.0873851301356107,-0.399826277760695,0.473,0.366,1
"TDG",0.0875302451249673,-0.233966173635192,0.36,0.263,1
"FAM173A",0.0875435140770076,-0.150499697008002,0.374,0.283,1
"UBXN4",0.0875889904803685,-0.114407012452222,0.764,0.59,1
"MTND4P12",0.0881203917081987,-0.269767633702642,0.458,0.359,1
"H1FX",0.0882178726817699,-0.343907202071612,0.754,0.581,1
"MT-ND4",0.0887284900486776,-0.188785485789762,0.527,0.629,1
"C10orf118",0.0888951412966902,-0.190317072172113,0.32,0.239,1
"RABAC1",0.0892451061969876,-0.123978744761096,0.734,0.568,1
"CBX5",0.0892877532728287,-0.170871197486703,0.571,0.428,1
"SNX6",0.0893481845202671,-0.183714407455022,0.616,0.447,1
"VPS36",0.0895085185200347,-0.334645631836878,0.463,0.343,1
"YPEL5",0.0896391555374655,-0.44025709907864,0.547,0.398,1
"PGLS",0.0905196022217575,-0.133941473705102,0.611,0.458,1
"RPL23A",0.0907125239660473,-0.34358823319998,0.897,0.822,1
"MRPS33",0.0908329148237247,-0.190709330026147,0.409,0.309,1
"ZFP36L1",0.0911117242344688,-0.116800475297224,0.823,0.642,1
"MTND2P28",0.0915701269302228,-0.466082303047355,0.468,0.356,1
"BROX",0.0922744470432089,-0.375281710260374,0.276,0.198,1
"SRP14",0.0924990569068132,0.136428313065511,0.931,0.791,1
"STK17A",0.0928444502342485,-0.400513102278323,0.374,0.284,1
"ATP6AP1",0.0932745780288545,-0.145766885759668,0.576,0.436,1
"SCYL2",0.0945720386470399,-0.475212066161856,0.276,0.198,1
"DNASE2",0.0946640724651022,-0.346702563437012,0.345,0.253,1
"PPCS",0.0947718604802483,-0.223510474687139,0.394,0.289,1
"BTG1",0.0956414623751805,-0.55423532815506,0.719,0.655,1
"ASAH1",0.0958447385255081,-0.469649589798595,0.512,0.377,1
"CREB1",0.0969174416718556,-0.440797593982403,0.419,0.303,1
"PPP1R7",0.0973454848524039,-0.382915084988929,0.394,0.282,1
"TMEM107",0.0976595998813879,-0.385289140342551,0.256,0.184,1
