"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TRAP1",4.38162608101135e-261,10.6196389789678,1,0,1.42118041937603e-256
"PLEKHG1",1.29590704872043e-17,0.947480442458465,0.517,0.207,4.20327451252471e-13
"ALS2",1.3932967398622e-17,1.25357206933451,0.389,0.128,4.51915797574306e-13
"ZNF586",2.05930549535887e-17,1.56230144479329,0.335,0.104,6.6793573741965e-13
"WDR35",4.75802171661001e-16,1.17124355472979,0.404,0.148,1.54326434378246e-11
"RNF152",1.22934694640127e-15,0.87392082719508,0.305,0.091,3.98738682065252e-11
"ATAT1",1.23786133070946e-15,1.6298929719259,0.281,0.08,4.01500322615614e-11
"ROBO1",1.30865358668189e-15,1.32810614027791,0.419,0.165,4.24461790840272e-11
"ZNF521",1.52626576559715e-15,1.16897324087297,0.424,0.166,4.95044301071437e-11
"MYH10",1.56346412405874e-15,0.716087067564795,0.527,0.227,5.07109588638453e-11
"TPST1",1.99445942840471e-15,1.08000872471628,0.552,0.258,6.46902915603066e-11
"RP11-152P17.2",2.04926370751823e-15,1.49264063475353,0.365,0.135,6.64678683533537e-11
"HMBOX1",2.06822897613742e-15,0.856213952900246,0.517,0.227,6.70830068410171e-11
"TGM2",2.13854101516491e-15,1.34040495540153,0.261,0.071,6.93635778268737e-11
"SFRP1",2.64653594647144e-15,1.5319238270573,0.374,0.14,8.58403934238013e-11
"RBMS1",3.15493405130439e-15,0.839191574992391,0.754,0.433,1.02330285954058e-10
"TFPI",5.26466635066338e-15,1.02346509602228,0.626,0.333,1.70759453083767e-10
"RP11-761E20.1",5.29173888285588e-15,1.64886255522233,0.251,0.069,1.71637550665431e-10
"GMDS",5.99647065410921e-15,0.886264547887159,0.483,0.207,1.94495525666032e-10
"SULF2",6.02757579871248e-15,0.701496910184993,0.458,0.182,1.95504421031239e-10
"IFT172",8.17566027761894e-15,1.48445785356273,0.36,0.128,2.6517754110457e-10
"WWTR1",9.46989685056237e-15,0.726908368690492,0.724,0.387,3.07156104347991e-10
"PDE4D",9.48615846882395e-15,1.17035550170635,0.596,0.312,3.07683549936305e-10
"SLC10A7",9.8328539543129e-15,0.79931837183903,0.325,0.107,3.18928618008139e-10
"KIF26B",1.12612102054819e-14,1.86621315268949,0.3,0.099,3.65257353014805e-10
"SCG2",1.27547515183555e-14,1.71677965689427,0.261,0.078,4.13700365497861e-10
"FAP",1.29679947557633e-14,1.46888872330375,0.36,0.131,4.20616909903183e-10
"NXN",1.51355918366047e-14,1.07616102310261,0.365,0.135,4.90922921220274e-10
"AFAP1",2.24066709440554e-14,1.01205949726408,0.463,0.198,7.26760372070436e-10
"OSBPL10",2.52610994829091e-14,1.02136440773915,0.498,0.23,8.19343761728158e-10
"CASC15",2.53517675102721e-14,1.3610138072291,0.542,0.268,8.22284579195674e-10
"DNAH14",2.57113489322142e-14,1.10206382125955,0.384,0.148,8.33947602616367e-10
"CLU",3.46875088961023e-14,1.03510634572259,0.507,0.225,1.12508935104508e-09
"TRAM2",3.61866296462574e-14,1.03680845890048,0.424,0.174,1.17371333257636e-09
"PTPRG",3.90660933452231e-14,1.19150893600702,0.547,0.271,1.26710873765231e-09
"ZFPM2",4.12896656551197e-14,1.72642551458394,0.256,0.075,1.33923030552381e-09
"TSHZ3",5.00337971145693e-14,1.47442224512185,0.399,0.168,1.62284620941106e-09
"OSBPL3",5.26938879742214e-14,1.39158855666637,0.414,0.169,1.70912625644387e-09
"ZSWIM5",5.96938335731571e-14,1.15943790623621,0.256,0.075,1.93616949194535e-09
"FOCAD",6.61582804949775e-14,0.82092101226404,0.35,0.127,2.14584382785459e-09
"PLCB4",7.05783751143083e-14,1.55157698063487,0.3,0.102,2.28920959683259e-09
"DLGAP4",7.13316221792337e-14,0.549588430786151,0.562,0.262,2.31364116538345e-09
"LAPTM4B",7.80680989349858e-14,0.896871998900534,0.591,0.295,2.53213878895626e-09
"RHOJ",9.5689972924124e-14,0.704951773073829,0.453,0.192,3.10370427179396e-09
"SULT1C4",9.73651896946798e-14,1.09594058136786,0.325,0.114,3.15803992774694e-09
"MTPAP",1.06263026793834e-13,1.19093357673327,0.276,0.086,3.44664127405802e-09
"RNF144A",1.06881826271775e-13,1.33194533010045,0.419,0.176,3.46671203512503e-09
"RNF216",1.08208545690042e-13,0.734055745416452,0.645,0.32,3.50974417945653e-09
"ATG4B",1.12599667775109e-13,0.637260675194994,0.532,0.251,3.65217022428567e-09
"EMCN",1.27956713922287e-13,1.07072324367501,0.409,0.174,4.15027601606939e-09
"MEG8",1.28575347447026e-13,1.65133400912874,0.35,0.138,4.17034139444429e-09
"POLR3A",1.46870465037585e-13,0.607228201252533,0.286,0.089,4.76374353349407e-09
"SMAD1",1.5879758787749e-13,0.813726437798482,0.345,0.123,5.15059976280638e-09
"ORC2",1.61375126437856e-13,1.02578654408096,0.419,0.176,5.23420222601186e-09
"SLIT2",1.82900087698316e-13,1.09161615349945,0.483,0.225,5.93236434449489e-09
"RP9P",2.01389205232011e-13,1.65470740214992,0.276,0.09,6.53205887170027e-09
"PSD3",2.11654605703834e-13,1.16903549999568,0.507,0.241,6.86501713600387e-09
"PARGP1",2.12500533033665e-13,0.745598815027336,0.271,0.085,6.89245478894694e-09
"TM4SF1",2.27847019071452e-13,1.30463959148873,0.325,0.113,7.39021806358254e-09
"SCMH1",2.30618742352069e-13,0.949098121339921,0.483,0.231,7.48011890818934e-09
"CBFA2T2",2.36476622479319e-13,0.801148732042947,0.443,0.189,7.67011925011672e-09
"NUP35",2.41914543156465e-13,0.952758181400851,0.276,0.086,7.84649820727994e-09
"COL4A1",2.51101500238511e-13,0.65318756875528,0.818,0.502,8.14447716023611e-09
"SEMA3A",2.64196679966964e-13,1.36721648751483,0.31,0.111,8.56921931472849e-09
"MAST4",2.80014512141081e-13,1.1528405433243,0.399,0.167,9.08227070129597e-09
"KIF13A",2.92138080005571e-13,1.09955186577024,0.473,0.217,9.47549862498069e-09
"ZNF512B",2.94756325642746e-13,0.52967549503145,0.276,0.085,9.56042142222246e-09
"AC074363.1",2.96899082435434e-13,0.871733669386046,0.271,0.085,9.62992173879330e-09
"KPNA5",2.97638280714744e-13,0.799904502719226,0.404,0.16,9.65389763498273e-09
"LTBP2",3.13100726892703e-13,0.911211189690156,0.296,0.097,1.01554220767648e-08
"ETV1",3.23274684563169e-13,0.576204302073308,0.606,0.292,1.04854143938064e-08
"AC027612.6",3.49979222459309e-13,1.1105152542216,0.438,0.201,1.13515760804677e-08
"RIMKLB",3.50825175840641e-13,0.733771837580432,0.33,0.117,1.13790145783912e-08
"SPATS2L",3.53420598748389e-13,0.942995596142514,0.734,0.436,1.1463197120404e-08
"GLI3",3.54039840090858e-13,0.967469967196302,0.473,0.218,1.1483282213347e-08
"FBXL7",3.8779901157519e-13,1.23208448632314,0.438,0.199,1.25782609404413e-08
"FLRT2",4.78031133046008e-13,1.18682844072195,0.36,0.136,1.55049398003473e-08
"ZNF337",4.79724115426535e-13,0.745248406983599,0.286,0.092,1.55598516838597e-08
"SVIL",5.23857487847055e-13,0.971416862805793,0.557,0.294,1.69913176183192e-08
"TJP1",5.24486669219186e-13,0.829118486476356,0.562,0.272,1.70117251161243e-08
"BCKDHB",5.27606017056903e-13,0.985890754253444,0.419,0.176,1.71129011632406e-08
"PCNX",5.69717370202857e-13,0.773601050495572,0.507,0.241,1.84787829025297e-08
"CEP112",6.09572443079992e-13,0.51901294762471,0.438,0.183,1.97714821912996e-08
"TBC1D16",6.36155411012751e-13,0.692531919711003,0.443,0.188,2.06337007561986e-08
"STARD9",6.93315833864482e-13,0.836634404648031,0.394,0.159,2.24876990713945e-08
"NAV3",7.70486612367186e-13,0.996734008366289,0.335,0.126,2.49907332721297e-08
"KLHL13",8.0155920908427e-13,1.22737446154104,0.315,0.113,2.59985729466483e-08
"APP",8.03831325533819e-13,0.785903053335903,0.798,0.498,2.60722690436894e-08
"NLK",8.19779180605172e-13,0.681789337645197,0.36,0.137,2.65895377229288e-08
"ARMC9",8.36189730561496e-13,1.02540528356387,0.365,0.146,2.71218139107621e-08
"NPAS2",9.17624249990938e-13,1.31352100102072,0.261,0.084,2.97631425484561e-08
"DACH1",9.29854625771839e-13,1.48667411770232,0.261,0.083,3.01598347869096e-08
"BMPR2",1.29105532268931e-12,1.00233259460191,0.606,0.338,4.18753793914278e-08
"ZNRF1",1.42580902334258e-12,0.65169065699321,0.389,0.149,4.62461156721165e-08
"PCBP3",1.55065391344772e-12,1.52560408013029,0.286,0.1,5.02954596826769e-08
"AGPS",1.59265651445377e-12,0.882732782010139,0.473,0.215,5.16578140463082e-08
"SGIP1",1.61300651318478e-12,1.00903806082253,0.34,0.131,5.23178662551482e-08
"PIK3C3",1.63259359901855e-12,0.372112478085785,0.448,0.19,5.29531733841665e-08
"PARD3",1.69751683600756e-12,1.42605840901466,0.473,0.241,5.50589585759051e-08
"ZEB1",1.70587946710494e-12,0.995282892224232,0.675,0.374,5.53302005155488e-08
"LRFN5",1.81728815414363e-12,1.54762660172819,0.266,0.09,5.89437412796486e-08
"PFKP",1.86260803190753e-12,0.843275566665337,0.374,0.151,6.04136915149207e-08
"GPC6",1.89069840097352e-12,1.24483519774326,0.433,0.204,6.13248026355763e-08
"IGF1R",1.96722470788538e-12,1.1048859844762,0.512,0.258,6.38069334002622e-08
"SETD5",2.01480036842831e-12,0.631314865943085,0.7,0.396,6.53500499499722e-08
"UGDH",2.06906709619004e-12,0.730950360945804,0.414,0.178,6.71101912649239e-08
"EML1",2.10142883991575e-12,0.883811081377775,0.335,0.124,6.81598444226673e-08
"ZNF827",2.22342121180031e-12,0.897095369130747,0.32,0.119,7.21166670047432e-08
"LEPR",2.29543356715438e-12,0.693990091538196,0.33,0.12,7.44523877506524e-08
"TNFRSF10D",2.31492334915124e-12,1.05078404622671,0.394,0.17,7.50845388297206e-08
"TMEM135",2.38004214010307e-12,0.766780179634209,0.399,0.164,7.71966668142429e-08
"AGO2",2.44837088603132e-12,0.679946477400499,0.443,0.193,7.9412909688426e-08
"CLMP",2.84426571480711e-12,1.52359152622823,0.276,0.095,9.22537584597687e-08
"NBPF15",2.8547138475859e-12,1.01907596494901,0.276,0.093,9.25926436464486e-08
"PTK7",2.88571486000482e-12,0.766752038863363,0.414,0.172,9.35981614842563e-08
"PDZRN3",2.89365154743703e-12,0.970016591444408,0.438,0.205,9.38555879411202e-08
"NBEA",2.96834398143068e-12,0.747125628754351,0.468,0.213,9.6278237037704e-08
"GRB10",3.05863068823284e-12,0.623806763515119,0.438,0.192,9.92066863728323e-08
"NUP107",3.32358152176064e-12,0.797646668417396,0.36,0.14,1.07800366658306e-07
"SNED1",3.5203847632207e-12,1.15104196886747,0.365,0.154,1.14183679795063e-07
"ZNF621",3.69845968439372e-12,0.977002760795304,0.305,0.109,1.1995953986331e-07
"RNLS",3.71188269268497e-12,1.00759453419858,0.276,0.095,1.20394915137237e-07
"CNTN4",3.83276909507081e-12,1.24203994141715,0.409,0.181,1.24315865598622e-07
"CCDC41",3.90787534147007e-12,0.675838489834124,0.389,0.159,1.26751936700582e-07
"DMPK",3.95699854646846e-12,0.858772550095062,0.35,0.14,1.28345247854704e-07
"HIBADH",4.0056031568097e-12,0.729240339460771,0.527,0.255,1.29921738391123e-07
"CLASP1",4.16807593935298e-12,0.806627442866943,0.512,0.251,1.35191543092914e-07
"LRIG1",4.24836242533754e-12,1.0404848114335,0.31,0.112,1.37795635265823e-07
"BICD1",4.46700003721894e-12,0.711026327231109,0.562,0.281,1.44887146207196e-07
"SLC16A1",4.63503275800012e-12,0.488210789620908,0.468,0.205,1.50337287505734e-07
"MGA",4.66450269884986e-12,0.649776083724022,0.478,0.213,1.51293145037195e-07
"RPA3-AS1",4.72534998752571e-12,0.961005746053008,0.448,0.2,1.53266726845396e-07
"CRIP2",4.74690005779876e-12,1.01370400721427,0.409,0.18,1.53965703374703e-07
"DPYSL3",5.14435099965722e-12,0.659801369852127,0.571,0.298,1.66857024673882e-07
"MYO1B",5.29997106705655e-12,0.762574846443714,0.433,0.191,1.71904561559979e-07
"RBPMS",5.31354779786649e-12,0.59158578959111,0.567,0.285,1.723449228238e-07
"PBX1",5.36788235248768e-12,0.782316673091925,0.571,0.288,1.74107264102938e-07
"KLHDC10",5.57156144757946e-12,0.736768718757698,0.527,0.256,1.8071359555224e-07
"ARID3A",5.83708472006072e-12,1.12010028409476,0.315,0.119,1.89325842895169e-07
"EYA4",6.21474378262508e-12,1.27277907517672,0.3,0.112,2.01575214589445e-07
"VARS",6.6342982000548e-12,0.830086442633789,0.335,0.128,2.15183462118777e-07
"ZDBF2",6.75029302503891e-12,0.89848480082686,0.433,0.199,2.18945754267137e-07
"RP11-30J20.1",6.94233235569144e-12,1.59800667954597,0.369,0.164,2.25174549956852e-07
"SYNPO",7.22589070147091e-12,0.887100556619993,0.286,0.098,2.34371764902209e-07
"FBXO42",7.90633281347764e-12,0.733503237655688,0.394,0.162,2.56441904805147e-07
"PDE10A",7.91035362682548e-12,0.8940199161152,0.325,0.124,2.56572319886084e-07
"CFI",7.97691672171255e-12,0.326912940104847,0.502,0.23,2.58731293868747e-07
"UPK3B",8.16500402594917e-12,0.832335259992617,0.365,0.15,2.64831905581661e-07
"TRIM28",8.68692585239432e-12,0.499255510900635,0.665,0.358,2.8176044002241e-07
"ZNF462",8.75054733835927e-12,0.636191032781691,0.389,0.161,2.83824002919683e-07
"DLG1",9.01611688653281e-12,0.713366491831812,0.552,0.287,2.92437751214692e-07
"TNFRSF10B",9.09033254975435e-12,0.69419843570188,0.517,0.243,2.94844936251282e-07
"OSMR",9.29786518493342e-12,0.695656051243051,0.374,0.153,3.01576257273315e-07
"PRIM2",9.29846643464648e-12,1.06062069816439,0.345,0.139,3.01595758807759e-07
"SHC2",9.30596051550344e-12,0.600796344671141,0.409,0.173,3.01838829320354e-07
"NOL10",9.40515666072084e-12,0.799902564509869,0.453,0.214,3.05056256290481e-07
"SOS1",9.47808214563107e-12,0.80049122263779,0.537,0.27,3.07421594393544e-07
"FBXO22",9.71429908338814e-12,0.581258553269209,0.409,0.17,3.15083290769694e-07
"SPG7",9.92102609991607e-12,0.717738026369408,0.542,0.271,3.21788481550778e-07
"ZNF277",9.98977113316928e-12,0.573447516484541,0.384,0.157,3.24018226704346e-07
"NDFIP2",1.02432987375795e-11,0.627825931481643,0.433,0.186,3.3224139455339e-07
"C11orf49",1.05910741611989e-11,0.87341964497842,0.433,0.201,3.43521490418488e-07
"SOBP",1.2183090696427e-11,1.27744162632149,0.345,0.144,3.9515854673861e-07
"MID1",1.26302463354107e-11,1.07815622809924,0.325,0.128,4.09662039889046e-07
"R3HDM1",1.29007502704901e-11,0.873207847720617,0.438,0.199,4.18435835023346e-07
"UST",1.32237630823684e-11,0.776761332155117,0.365,0.149,4.28912755576617e-07
"STRA6",1.32638241420607e-11,1.0053289326852,0.325,0.128,4.30212136047738e-07
"CHN1",1.40877800060516e-11,0.754995776501444,0.532,0.267,4.56937144496283e-07
"BTBD1",1.53018420985682e-11,0.620805706643686,0.478,0.217,4.96315248467061e-07
"KDM4B",1.56774232593037e-11,0.580901763296368,0.448,0.205,5.08497223415517e-07
"FZD6",1.56968020618845e-11,0.740919147750166,0.296,0.106,5.09125774877224e-07
"TMEM87A",1.5771661808777e-11,0.68152089783799,0.562,0.3,5.11553850767683e-07
"FARS2",1.57816348423942e-11,0.825530649700635,0.429,0.201,5.11877326113057e-07
"GULP1",1.59398471383908e-11,0.941810730046546,0.557,0.296,5.17008941933704e-07
"KIAA0020",1.61240267088952e-11,0.659253172451627,0.468,0.213,5.22982806303017e-07
"GFM1",1.64010450645478e-11,0.540211359872712,0.365,0.143,5.31967896668609e-07
"NUAK1",1.65274632202578e-11,0.979968449244789,0.256,0.087,5.36068269549063e-07
"FBLIM1",1.65514087055348e-11,0.823589296384635,0.33,0.127,5.3684494136402e-07
"MTHFD1L",1.70033819954241e-11,0.736094543194876,0.493,0.243,5.51504695021582e-07
"RUFY3",1.78973435021518e-11,0.56305736441651,0.567,0.29,5.80500336492295e-07
"MOXD1",1.84013561371957e-11,1.27718035474752,0.266,0.092,5.96847986309942e-07
"SERPINH1",1.87816834608076e-11,0.459736351105961,0.714,0.419,6.09183903051296e-07
"PGF",1.95942856608638e-11,0.697348187283324,0.379,0.158,6.35540655410118e-07
"SULF1",2.06067406846565e-11,1.31159847089368,0.414,0.196,6.68379634106834e-07
"RPRD2",2.1979896008043e-11,0.405031014419738,0.458,0.209,7.12917927020876e-07
"COL4A5",2.23541374624033e-11,0.96314145992495,0.34,0.136,7.25056448593052e-07
"EVA1A",2.2535633828894e-11,0.805121307950843,0.315,0.117,7.30943283240178e-07
"PVT1",2.34086133792076e-11,0.85138672979393,0.394,0.174,7.59258374954598e-07
"TBC1D22B",2.3523381071375e-11,0.750283778129991,0.261,0.09,7.62980865050048e-07
"EPAS1",2.36679138313939e-11,0.600337245237664,0.429,0.19,7.67668785121262e-07
"RAB28",2.52160788943326e-11,0.983968188892037,0.389,0.167,8.17883518937679e-07
"AASS",2.55337620789563e-11,0.822917721745929,0.33,0.129,8.28187573030948e-07
"MTX2",2.64277256501936e-11,0.694461487199317,0.537,0.27,8.5718328146403e-07
"WDR20",2.68910742757837e-11,0.951660163048334,0.369,0.155,8.72211994135044e-07
"EBF1",2.70314045024221e-11,0.671932252476342,0.507,0.254,8.76763605036062e-07
"ASAP2",2.71359128758042e-11,0.898350099952456,0.473,0.233,8.80153334126709e-07
"COL4A2",2.76001394642782e-11,0.514002609479163,0.847,0.56,8.95210523523863e-07
"RP11-909M7.3",3.08846901725181e-11,1.13468261815176,0.256,0.09,1.00174492574562e-06
"UBE3D",3.10167326632219e-11,1.28237871618514,0.276,0.1,1.0060277239316e-06
"AP3D1",3.12384827835511e-11,0.534588156891892,0.547,0.282,1.01322018908448e-06
"SHROOM3",3.26232842782319e-11,0.948022988755564,0.33,0.134,1.05813622556445e-06
"NHSL1",3.28576407699254e-11,1.11045797205436,0.305,0.12,1.06573757837253e-06
"WDR7",3.34052889102793e-11,0.56727182394008,0.389,0.166,1.08350054580491e-06
"NCOA1",3.39775054501237e-11,0.792279994341456,0.66,0.398,1.10206038927476e-06
"USP6NL",3.41563634976851e-11,0.45853948049178,0.409,0.175,1.10786165004741e-06
"ENAH",3.55520730643751e-11,0.706849438453502,0.502,0.246,1.15313148984301e-06
"KIF9",3.56469728754205e-11,0.837334427378751,0.305,0.113,1.15620956521427e-06
"SCFD2",3.59442634308857e-11,0.880041163855629,0.399,0.177,1.16585218438078e-06
"LAMA2",3.65684429150034e-11,0.64494972229606,0.734,0.462,1.18609744594814e-06
"KIAA1217",3.74236510310069e-11,0.947485458244008,0.453,0.22,1.21383612119071e-06
"TSPAN9",4.03235530287038e-11,0.401405052361735,0.419,0.186,1.30789444248601e-06
"PHKB",4.22396617838674e-11,0.68955281395004,0.552,0.28,1.37004342995974e-06
"MGAT5",4.28374366050893e-11,1.15322482031672,0.488,0.247,1.38943225628607e-06
"KANSL3",4.33473176851267e-11,0.420175167463713,0.355,0.143,1.40597024911708e-06
"ANKLE2",4.51569152457456e-11,0.681544895869775,0.542,0.265,1.46466454599576e-06
"FGF7",4.52340164858983e-11,1.21076672031249,0.256,0.09,1.46716532472011e-06
"HS2ST1",4.70184494496358e-11,0.496925737938749,0.389,0.163,1.52504340789894e-06
"TASP1",4.84673533510408e-11,0.45988102576294,0.478,0.226,1.57203860594101e-06
"RFWD2",4.87002136891669e-11,0.487598902130438,0.552,0.276,1.57959143100813e-06
"KALRN",4.95113362154824e-11,0.863173678597775,0.325,0.13,1.60590019014917e-06
"CAMKMT",4.99108874216539e-11,0.866278349341408,0.414,0.189,1.61885963352134e-06
"LUZP1",5.01685422232323e-11,0.462936429998301,0.547,0.271,1.62721666701054e-06
"MICU1",5.14141295994479e-11,0.490384978014269,0.631,0.324,1.66761729355809e-06
"TNRC6A",5.19835293415527e-11,0.476900998456592,0.714,0.419,1.68608577419326e-06
"ITSN1",5.2309999905869e-11,0.563245458657222,0.552,0.276,1.69667484694686e-06
"KAZN",5.40147860424917e-11,1.15487225578079,0.438,0.212,1.75196958528822e-06
"FHL2",5.46386211866158e-11,0.707140532539758,0.448,0.216,1.77220367818788e-06
"TUSC3",5.48320800278833e-11,0.538307876425422,0.611,0.311,1.77847851570439e-06
"PTPRD",5.518128414192e-11,1.40594104129436,0.276,0.103,1.78980495114317e-06
"PLEKHA8",6.08392190365883e-11,0.871596601627362,0.291,0.108,1.97332006945174e-06
"DPY19L4",6.18716657059427e-11,0.401256225675756,0.345,0.135,2.00680747717225e-06
"GXYLT2",6.26677383821353e-11,1.02744858174211,0.32,0.128,2.03262809442456e-06
"LANCL2",6.31843243301044e-11,1.00859507503203,0.291,0.109,2.04938355964694e-06
"TYW1B",6.52859135804877e-11,0.701846072172876,0.296,0.114,2.11754860698312e-06
"AC090044.1",6.55258122561818e-11,1.10606026790332,0.315,0.128,2.12532972052926e-06
"OSBPL2",6.71487492100271e-11,0.902346731532226,0.31,0.119,2.17796968062723e-06
"UBFD1",6.73148897511729e-11,0.519320242406381,0.409,0.175,2.18335844907929e-06
"BBS9",6.77586764505603e-11,0.727181219043225,0.438,0.2,2.19775267067392e-06
"TAF1B",6.83649913434558e-11,0.700009732843142,0.379,0.164,2.21741849422499e-06
"UBAP2L",7.0622061536003e-11,0.704264317759483,0.453,0.21,2.29062656592026e-06
"MAGI1",7.06220796302346e-11,0.853470051851079,0.443,0.212,2.29062715280666e-06
"ZNF12",7.07403472959817e-11,0.593540835481547,0.433,0.193,2.29446316454516e-06
"NCKAP1",7.12028438558041e-11,0.576963006728369,0.591,0.309,2.30946424046301e-06
"SLC7A6",7.20817479304969e-11,0.849588636432646,0.32,0.126,2.33797149412567e-06
"FAM46A",7.36949366084912e-11,1.05946796312929,0.65,0.418,2.39029526889641e-06
"EXT1",7.39558043201742e-11,0.871840136804305,0.537,0.296,2.39875651312485e-06
"GART",7.43704308766914e-11,0.777608359169461,0.389,0.166,2.41220492548548e-06
"MAP4K4",7.56938572912254e-11,0.59665178778223,0.714,0.427,2.4551302612409e-06
"RP5-1043L13.1",7.60856940849708e-11,1.34829837413572,0.291,0.115,2.46783948764603e-06
"EXOC6B",7.8048825172023e-11,0.900693145629829,0.527,0.29,2.53151364445457e-06
"NCOA5",8.03036282766363e-11,0.423123680287805,0.335,0.129,2.6046481831527e-06
"TMEM131",8.08447772096883e-11,0.775581823248432,0.586,0.32,2.62220034879624e-06
"DHX34",8.34990011092829e-11,0.325120438130045,0.261,0.09,2.70829010097959e-06
"SPRED2",8.45602771830836e-11,0.650147579895971,0.517,0.266,2.74271259043332e-06
"SNHG14",8.70223381444414e-11,0.931013208020429,0.286,0.109,2.82256953771496e-06
"CCNY",8.73032521089174e-11,0.809668541717203,0.562,0.314,2.83168098215274e-06
"HIPK2",8.84461026821657e-11,0.453318115639056,0.443,0.202,2.86874934049604e-06
"MYO6",9.00385400100389e-11,0.676200175018628,0.369,0.153,2.92040004522561e-06
"WDR12",9.10601341658247e-11,0.547165878866195,0.35,0.145,2.95353545166852e-06
"FAM155A",9.23083330423674e-11,1.73103828800645,0.3,0.126,2.99402078222919e-06
"C11orf80",9.34192755132257e-11,0.509918004628087,0.261,0.09,3.03005420127148e-06
"MDFI",9.55998419631898e-11,0.528207552920506,0.502,0.242,3.10078087407606e-06
"TBL1X",9.65088277224472e-11,0.688231340752028,0.399,0.174,3.13026382717758e-06
"CSRNP3",9.75197013991368e-11,0.965873446016654,0.409,0.186,3.163051514881e-06
"ZNF358",1.01750461498442e-10,0.611743645926757,0.399,0.173,3.30027621870196e-06
"LHFP",1.0181444398707e-10,0.364980727505484,0.709,0.4,3.30235149072063e-06
"HIPK1",1.05060334900282e-10,0.60819063414446,0.443,0.21,3.40763196249065e-06
"DNAJC1",1.06588636245753e-10,0.916954234106513,0.67,0.425,3.457202416631e-06
"TRERF1",1.08756278473412e-10,0.571838236221124,0.355,0.15,3.5275098922851e-06
"ROR1",1.09444276909073e-10,0.98295790443206,0.389,0.179,3.54982512154577e-06
"HDGFRP3",1.10061701513584e-10,0.82541379293292,0.507,0.26,3.56985128859309e-06
"PDSS2",1.14875244542246e-10,0.717879208429268,0.399,0.182,3.72597855672774e-06
"HECTD4",1.19040172310767e-10,0.37264008117606,0.468,0.214,3.86106798889973e-06
"CHSY1",1.19816368409851e-10,0.574674172880178,0.517,0.253,3.88624390937351e-06
"SFXN1",1.20385137093948e-10,0.397613929934804,0.443,0.198,3.90469192164222e-06
"DSTYK",1.21881302384703e-10,0.401746092379954,0.424,0.182,3.95322004284784e-06
"TRAF4",1.2592458078677e-10,0.885253789552638,0.296,0.113,4.0843637778189e-06
"AVL9",1.29051351464029e-10,0.796489597499905,0.502,0.265,4.18578058473578e-06
"CACNA1C",1.36051385169033e-10,1.22419627320185,0.365,0.168,4.41282667795758e-06
"SLC30A6",1.42370850623162e-10,0.92583707664814,0.266,0.095,4.61779853996226e-06
"NKIRAS2",1.45411163370665e-10,0.680441313471664,0.419,0.185,4.71641108392753e-06
"TBC1D17",1.46122608349877e-10,0.582789913311257,0.3,0.114,4.73948680182826e-06
"TRPC1",1.55988900336802e-10,0.757492487552442,0.355,0.148,5.05949998242416e-06
"LATS2",1.57531274752691e-10,0.848386902534237,0.424,0.197,5.10952689660353e-06
"GSTA4",1.57637128373753e-10,0.740545437337412,0.335,0.134,5.11296025880267e-06
"MEIS2",1.58866774196664e-10,1.53893825816853,0.355,0.167,5.15284382106878e-06
"ZCCHC7",1.59090137396236e-10,0.835626488598956,0.547,0.295,5.16008860644692e-06
"IPO11",1.59155604553908e-10,0.802143199187755,0.256,0.09,5.162212033706e-06
"ROR2",1.61546872381174e-10,1.10677620693915,0.276,0.104,5.23977280568337e-06
"CDC16",1.6393240028119e-10,0.60296392477513,0.394,0.175,5.3171474031204e-06
"NUDCD3",1.6595167256493e-10,0.676333807661588,0.576,0.301,5.38264249964349e-06
"RPTOR",1.75399948293869e-10,0.92416530327119,0.379,0.175,5.68909732291165e-06
"MED27",1.81807607526369e-10,0.622918769135062,0.325,0.13,5.89692975011778e-06
"MLLT4",1.86540839945888e-10,0.368101111802512,0.394,0.175,6.05045214364488e-06
"UGGT1",1.8659882414407e-10,0.595648010190464,0.409,0.181,6.05233286111292e-06
"RBM5",1.86780644221221e-10,0.463063460044104,0.64,0.346,6.05823019531532e-06
"SLC30A5",1.86947156119286e-10,0.581920964649815,0.443,0.204,6.06363100872905e-06
"MBD5",1.94410050592676e-10,0.993776839900365,0.517,0.301,6.30568999097345e-06
"MBOAT2",1.99488726569368e-10,0.798693631773208,0.404,0.18,6.47041684627745e-06
"TRAF3IP1",2.0438230536225e-10,0.435580304638149,0.315,0.123,6.62914007442458e-06
"RMND1",2.08976916282295e-10,0.801850624270289,0.315,0.125,6.77816627961625e-06
"ROBO2",2.10697426295221e-10,1.4355015030816,0.305,0.128,6.83397102188549e-06
"SMYD3",2.15752602436239e-10,0.964873865556083,0.522,0.296,6.99793566001941e-06
"KIAA1429",2.18912755967986e-10,0.529012558495215,0.473,0.222,7.10043523982162e-06
"RAB3GAP2",2.29473401471872e-10,0.650198632943546,0.532,0.275,7.44296977674015e-06
"RNF24",2.36566958085902e-10,0.521889833131483,0.527,0.268,7.67304928551624e-06
"CGNL1",2.38121654681341e-10,0.697097095630667,0.251,0.088,7.7234758695893e-06
"FMNL2",2.46807827174754e-10,0.826043369744172,0.635,0.373,8.00521187441316e-06
"IGF2R",2.50291980210266e-10,0.418026099234122,0.596,0.319,8.11822037811997e-06
"THBS1",2.50410444261179e-10,0.630417009105816,0.502,0.258,8.12206275961134e-06
"KCNT2",2.52072637505624e-10,1.24406273362819,0.276,0.105,8.1759759974949e-06
